"","nerr","nfault","system","iteration","wasted_effort_quality_fair","wasted_effort"
"48711",7,4,36,6,0.78125,3.5
"48713",7,4,36,7,0.794117647058824,3.5
"48719",7,4,36,10,0.392857142857143,8.5
"48763",7,4,39,2,0.785714285714286,4.5
"48767",7,4,39,4,0.958333333333333,1
"48773",7,4,39,7,0.434782608695652,13
"48779",7,4,39,10,0.5,11.5
"48797",7,4,40,9,0.576923076923077,5.5
"48805",7,4,41,3,0.4,18
"48845",7,4,43,3,0.428571428571429,8
"48855",7,4,43,8,0.852941176470588,2.5
"48869",7,4,44,5,0.673913043478261,7.5
"48875",7,4,44,8,0.857142857142857,3
"48933",7,4,47,7,0.666666666666667,4
"48965",7,4,49,3,0.462962962962963,14.5
"49003",7,4,51,2,0.714285714285714,6
"49011",7,4,51,6,0.518518518518519,13
"49015",7,4,51,8,0.875,3
"49019",7,4,51,10,0.6,8
"49037",7,4,52,9,0.75,5.5
"49053",7,4,53,7,0.8,6
"49081",7,4,55,1,0.902439024390244,4
"49105",7,4,56,3,0.7,3
"49141",7,4,58,1,0.920454545454545,3.5
"49149",7,4,58,5,0.307692307692308,27
"49237",7,4,62,9,0.791666666666667,5
"49241",7,4,63,1,0.642857142857143,5
"49249",7,4,63,5,0.772727272727273,2.5
"49291",7,4,65,6,0.4,6
"49293",7,4,65,7,0.65,3.5
"49295",7,4,65,8,0.9,1
"49299",7,4,65,10,0.9375,0.5
"49321",7,4,67,1,0.5,8.5
"49325",7,4,67,3,0.653846153846154,4.5
"49335",7,4,67,8,0.833333333333333,2.5
"49337",7,4,67,9,0.625,6
"49381",7,4,70,1,0.4375,13.5
"49383",7,4,70,2,0.846153846153846,4
"49387",7,4,70,4,0.717391304347826,6.5
"49397",7,4,70,9,0.891304347826087,2.5
"49399",7,4,70,10,0.741379310344828,7.5
"49483",7,4,75,2,0.837209302325581,7
"49487",7,4,75,4,0.666666666666667,13
"49495",7,4,75,8,0.883720930232558,5
"49499",7,4,75,10,0.3,28
"49535",7,4,77,8,0.642857142857143,7.5
"49537",7,4,77,9,0.895833333333333,2.5
"49565",7,4,79,3,0.925,1.5
"49569",7,4,79,5,0.857142857142857,3
"49631",7,4,82,6,0.583333333333333,2.5
"49633",7,4,82,7,0.857142857142857,1
"49665",7,4,84,3,0.961538461538462,0.5
"49739",7,4,87,10,0.6,4
"49743",7,4,88,2,0.792682926829268,8.5
"49801",7,4,91,1,0.42,14.5
"49857",7,4,93,9,0.931818181818182,1.5
"49863",7,4,94,2,0.913793103448276,2.5
"49897",7,4,95,9,0.894736842105263,2
"49961",7,4,99,1,0.568181818181818,9.5
"49979",7,4,99,10,0.954545454545455,1
"50021",8,4,2,1,0.85,4.5
"50025",8,4,2,3,0.982142857142857,0.5
"50029",8,4,2,5,0.862068965517241,4
"50031",8,4,2,6,0.96875,1
"50033",8,4,2,7,0.7,9
"50035",8,4,2,8,0.370967741935484,19.5
"50039",8,4,2,10,0.833333333333333,5.5
"50041",8,4,3,1,0.978260869565217,1
"50129",8,4,7,5,0.564102564102564,17
"50145",8,4,8,3,0.425,11.5
"50219",8,4,11,10,0.75,8
"50229",8,4,12,5,0.838235294117647,5.5
"50245",8,4,13,3,0.370967741935484,19.5
"50359",8,4,18,10,0.275,14.5
"50407",8,4,21,4,0.761904761904762,5
"50441",8,4,23,1,0.941860465116279,2.5
"50469",8,4,24,5,0.880952380952381,5
"50491",8,4,25,6,0.5,3.5
"50497",8,4,25,9,0.944444444444444,0.5
"50541",8,4,28,1,0.823529411764706,3
"50553",8,4,28,7,0.916666666666667,1.5
"50561",8,4,29,1,0.7,4.5
"50563",8,4,29,2,0.65625,5.5
"50569",8,4,29,5,0.714285714285714,4
"50579",8,4,29,10,0.866666666666667,2
"50587",8,4,30,4,0.5,18.5
"50685",8,4,35,3,0.742424242424242,8.5
"50751",8,4,38,6,0.944444444444444,1
"50803",8,4,41,2,0.724137931034483,8
"50815",8,4,41,8,0.629032258064516,11.5
"50845",8,4,43,3,0.761904761904762,10
"50893",8,4,45,7,0.696428571428571,8.5
"50961",8,4,49,1,0.80952380952381,8
"50965",8,4,49,3,0.423913043478261,26.5
"50973",8,4,49,7,0.977272727272727,1
"50979",8,4,49,10,0.837209302325581,7
"51025",8,4,52,3,0.80952380952381,4
"51059",8,4,53,10,0.25,6
"51117",8,4,56,9,1,0
"51223",8,4,62,2,0.714285714285714,8
"51269",8,4,64,5,0.694444444444444,5.5
"51273",8,4,64,7,0.722222222222222,5
"51275",8,4,64,8,0.736842105263158,5
"51277",8,4,64,9,0.578947368421053,8
"51305",8,4,66,3,0.3,14
"51337",8,4,67,9,0.333333333333333,10
"51371",8,4,69,6,0.55,4.5
"51447",8,4,73,4,0.863636363636364,6
"51449",8,4,73,5,0.829268292682927,7
"51451",8,4,73,6,0.625,16.5
"51479",8,4,74,10,0.94,1.5
"51499",8,4,75,10,0.833333333333333,4.5
"51521",8,4,77,1,0.911764705882353,1.5
"51571",8,4,79,6,0.5,12
"51585",8,4,80,3,0.785714285714286,4.5
"51613",8,4,81,7,0.691176470588235,10.5
"51615",8,4,81,8,0.838709677419355,5
"51655",8,4,83,8,0.928571428571429,1
"51661",8,4,84,1,0.68,8
"51681",8,4,85,1,0.704545454545455,6.5
"51699",8,4,85,10,0.8125,4.5
"51703",8,4,86,2,0.736842105263158,5
"51749",8,4,88,5,0.605263157894737,7.5
"51823",8,4,92,2,0.84375,2.5
"51835",8,4,92,8,0.944444444444444,1
"51837",8,4,92,9,0.433333333333333,8.5
"51839",8,4,92,10,0.8,3
"51853",8,4,93,7,0.772727272727273,5
"51911",8,4,96,6,0.928571428571429,2.5
"51919",8,4,96,10,1,0
"51971",8,4,99,6,0.78125,10.5
"51981",8,4,100,1,0.5,10
"51985",8,4,100,3,0.5,7.5
"51987",8,4,100,4,0.233333333333333,11.5
"51991",8,4,100,6,0.625,6
"51993",8,4,100,7,0.705882352941176,5
"51995",8,4,100,8,0.75,4.5
"52249",9,4,13,5,0.919354838709677,2.5
"52253",9,4,13,7,0.967741935483871,1
"52257",9,4,13,9,0.767857142857143,6.5
"52259",9,4,13,10,0.909090909090909,3
"52267",9,4,14,4,0.5,3
"52325",9,4,17,3,0.896551724137931,3
"52331",9,4,17,6,0.8,5
"52343",9,4,18,2,0.935483870967742,2
"52353",9,4,18,7,0.887096774193548,3.5
"52399",9,4,20,10,0.815789473684211,7
"52491",9,4,25,6,0.682926829268293,13
"52517",9,4,26,9,0.954545454545455,2
"52565",9,4,29,3,0.520833333333333,11.5
"52583",9,4,30,2,0.958333333333333,0.5
"52585",9,4,30,3,0.727272727272727,3
"52587",9,4,30,4,0.181818181818182,9
"52591",9,4,30,6,0.958333333333333,0.5
"52593",9,4,30,7,0.875,1.5
"52597",9,4,30,9,0.722222222222222,2.5
"52599",9,4,30,10,0.55,4.5
"52661",9,4,34,1,0.6875,2.5
"52689",9,4,35,5,0.916666666666667,3.5
"52693",9,4,35,7,0.678571428571429,13.5
"52833",9,4,42,7,0.238095238095238,16
"52877",9,4,44,9,0.40625,9.5
"52951",9,4,48,6,0.173076923076923,21.5
"52961",9,4,49,1,0.666666666666667,4
"52963",9,4,49,2,0.892857142857143,1.5
"52965",9,4,49,3,0.9,1
"52969",9,4,49,5,0.909090909090909,1
"52971",9,4,49,6,0.708333333333333,3.5
"52979",9,4,49,10,0.555555555555556,4
"52981",9,4,50,1,0.837209302325581,7
"52983",9,4,50,2,0.928571428571429,3
"52993",9,4,50,7,0.976744186046512,1
"52995",9,4,50,8,0.977777777777778,1
"53033",9,4,52,7,0.957142857142857,1.5
"53051",9,4,53,6,0.462962962962963,14.5
"53127",9,4,57,4,0.851851851851852,4
"53133",9,4,57,7,0.625,12
"53135",9,4,57,8,0.642857142857143,10
"53161",9,4,59,1,0.933333333333333,1
"53183",9,4,60,2,0.346153846153846,8.5
"53191",9,4,60,6,0.388888888888889,5.5
"53301",9,4,66,1,0.916666666666667,1
"53303",9,4,66,2,0.653846153846154,4.5
"53305",9,4,66,3,0.28125,11.5
"53317",9,4,66,9,0.892857142857143,1.5
"53321",9,4,67,1,0.976190476190476,0.5
"53327",9,4,67,4,0.631578947368421,7
"53335",9,4,67,8,0.638888888888889,6.5
"53341",9,4,68,1,0.725806451612903,8.5
"53361",9,4,69,1,0.80952380952381,8
"53369",9,4,69,5,0.908163265306122,4.5
"53423",9,4,72,2,0.741935483870968,8
"53445",9,4,73,3,0.214285714285714,27.5
"53515",9,4,76,8,0.962962962962963,1
"53537",9,4,77,9,0.25,15
"53683",9,4,85,2,0.673913043478261,7.5
"53687",9,4,85,4,0.42,14.5
"53697",9,4,85,9,0.78,5.5
"53725",9,4,87,3,0.616666666666667,11.5
"53755",9,4,88,8,0.444444444444444,20
"53847",9,4,93,4,0.794117647058824,3.5
"53865",9,4,94,3,0.5,10
"53867",9,4,94,4,0.69047619047619,6.5
"53873",9,4,94,7,0.575,8.5
"53875",9,4,94,8,0.975,0.5
"53877",9,4,94,9,0.2,16
"53977",9,4,99,9,0.692307692307692,4
"53981",9,4,100,1,0.942307692307692,3
"53985",9,4,100,3,0.847826086956522,7
"53989",9,4,100,5,0.923076923076923,4
