"","nerr","nfault","system","iteration","wasted_effort_quality_fair","wasted_effort"
"8",1,2,1,4,0,3
"20",1,2,1,10,0.666666666666667,1
"36",1,2,2,8,0.142857142857143,6
"38",1,2,2,9,0.285714285714286,5
"78",1,2,4,9,0.333333333333333,2
"82",1,2,5,1,0.388888888888889,5.5
"92",1,2,5,6,0.555555555555556,4
"128",1,2,7,4,0.55,4.5
"132",1,2,7,6,0.6,4
"178",1,2,9,9,0.625,1.5
"190",1,2,10,5,0.875,1
"196",1,2,10,8,0.4375,4.5
"272",1,2,14,6,0.5,3
"310",1,2,16,5,0.666666666666667,1
"312",1,2,16,6,0.333333333333333,2
"338",1,2,17,9,0.357142857142857,4.5
"388",1,2,20,4,0.666666666666667,1
"446",1,2,23,3,0.6,2
"478",1,2,24,9,0.666666666666667,2
"508",1,2,26,4,0.2,4
"528",1,2,27,4,0.9,1
"542",1,2,28,1,0.333333333333333,2
"586",1,2,30,3,0.666666666666667,1
"598",1,2,30,9,0.666666666666667,1
"604",1,2,31,2,0.85,1.5
"634",1,2,32,7,0.5,4
"672",1,2,34,6,0.666666666666667,1
"682",1,2,35,1,0.25,3
"728",1,2,37,4,0.5,5
"794",1,2,40,7,0.3,3.5
"836",1,2,42,8,0.8,2
"886",1,2,45,3,0.625,1.5
"950",1,2,48,5,0.8,2
"964",1,2,49,2,0.5,4.5
"978",1,2,49,9,0.5,4.5
"1004",1,2,51,2,0.888888888888889,1
"1098",1,2,55,9,0.833333333333333,1
"1134",1,2,57,7,0.125,7
"1206",1,2,61,3,0.333333333333333,2
"1318",1,2,66,9,0.222222222222222,7
"1334",1,2,67,7,0.777777777777778,2
"1346",1,2,68,3,0.583333333333333,2.5
"1374",1,2,69,7,0.55,4.5
"1434",1,2,72,7,0.75,1
"1666",1,2,84,3,0.5,2
"1674",1,2,84,7,0.75,1
"1682",1,2,85,1,0.8,2
"1692",1,2,85,6,0.9,1
"1714",1,2,86,7,0.666666666666667,1
"1834",1,2,92,7,0.666666666666667,3
"1854",1,2,93,7,0.7,3
"1924",1,2,97,2,0.857142857142857,1
"1926",1,2,97,3,0.571428571428571,3
"1960",1,2,98,10,0.75,1
"1976",1,2,99,8,0.666666666666667,1
"1996",1,2,100,8,0.625,3
"2070",2,2,4,5,0.5,2
"2130",2,2,7,5,0.75,3
"2274",2,2,14,7,0.277777777777778,6.5
"2292",2,2,15,6,0.75,1
"2308",2,2,16,4,0.75,1
"2316",2,2,16,8,0.5,2
"2422",2,2,22,1,0.857142857142857,1
"2578",2,2,29,9,0.5,6.5
"2634",2,2,32,7,0.0384615384615384,12.5
"2640",2,2,32,10,0.833333333333333,2
"2646",2,2,33,3,0.590909090909091,4.5
"2686",2,2,35,3,0.941176470588235,1
"2806",2,2,41,3,0.928571428571429,1
"2808",2,2,41,4,0.857142857142857,2
"2828",2,2,42,4,0.944444444444444,1
"3032",2,2,52,6,0.833333333333333,1
"3118",2,2,56,9,0.1,4.5
"3128",2,2,57,4,0.678571428571429,4.5
"3132",2,2,57,6,0.346153846153846,8.5
"3236",2,2,62,8,0.75,1
"3294",2,2,65,7,0.916666666666667,1
"3758",2,2,88,9,0.125,3.5
"3806",2,2,91,3,0.7,4.5
"3938",2,2,97,9,0.45,5.5
"4190",3,2,10,5,0.583333333333333,5
"4458",3,2,23,9,0.75,2
"4562",3,2,29,1,0.368421052631579,12
"5108",3,2,56,4,0.5,4
"5120",3,2,56,10,0.583333333333333,2.5
"5126",3,2,57,3,0.714285714285714,6
"5306",3,2,66,3,0.894736842105263,2
"5542",3,2,78,1,0.933333333333333,1
"5908",3,2,96,4,0.466666666666667,8
"6300",4,2,15,10,0.821428571428571,5
"6704",4,2,36,2,0.333333333333333,14
"6772",4,2,39,6,0.365384615384615,16.5
"6832",4,2,42,6,0.583333333333333,2.5
"6862",4,2,44,1,0.833333333333333,2
"7268",4,2,64,4,0.705882352941176,5
"7472",4,2,74,6,0.5625,3.5
"7742",4,2,88,1,0.046875,30.5
"7744",4,2,88,2,0.75,9
"7750",4,2,88,5,0.816666666666667,5.5
"7756",4,2,88,8,0.234375,24.5
"7762",4,2,89,1,0.648148148148148,9.5
"7936",4,2,97,8,0.318181818181818,7.5
"8204",5,2,11,2,0.55,4.5
"8208",5,2,11,4,0.545454545454545,5
"8830",5,2,42,5,0.5,3.5
"8840",5,2,42,10,0.5,4.5
"8910",5,2,46,5,0.6,10
"8942",5,2,48,1,0.8,2
"9178",5,2,59,9,0.464285714285714,7.5
"9942",5,2,98,1,0,0
"10222",6,2,12,1,0.80952380952381,4
"10248",6,2,13,4,0.5,5.5
"10762",6,2,39,1,0.92,2
"10808",6,2,41,4,0.361111111111111,11.5
"10812",6,2,41,6,0.382352941176471,10.5
"10814",6,2,41,7,0.583333333333333,7.5
"10818",6,2,41,9,0,0
"10870",6,2,44,5,0.741379310344828,7.5
"10872",6,2,44,6,0.592592592592593,11
"10874",6,2,44,7,0.46,13.5
"11102",6,2,56,1,0.692307692307692,4
"11110",6,2,56,5,0.5,6.5
"11112",6,2,56,6,0.714285714285714,4
"11120",6,2,56,10,0.458333333333333,6.5
"11146",6,2,58,3,0,0
"11460",6,2,73,10,0.7,3
"11942",6,2,98,1,0.857142857142857,4
"11948",6,2,98,4,0.785714285714286,7.5
"12054",7,2,3,7,0.467741935483871,16.5
"12108",7,2,6,4,0,0
"12118",7,2,6,9,0,0
"12368",7,2,19,4,0.5,8
"12374",7,2,19,7,0.423076923076923,7.5
"12380",7,2,19,10,0.5,6.5
"12738",7,2,37,9,0.925925925925926,2
"12866",7,2,44,3,0.859375,4.5
"12868",7,2,44,4,0.742857142857143,9
"12870",7,2,44,5,0.264705882352941,25
"12880",7,2,44,10,0,0
"12964",7,2,49,2,0.736842105263158,5
"13118",7,2,56,9,0.519230769230769,12.5
"13246",7,2,63,3,0.425925925925926,15.5
"13248",7,2,63,4,0.725806451612903,8.5
"13422",7,2,72,1,0.147058823529412,14.5
"13434",7,2,72,7,0.5,7.5
"13438",7,2,72,9,0,0
"13768",7,2,89,4,0.485714285714286,18
"13772",7,2,89,6,0.544117647058824,15.5
"13780",7,2,89,10,0.882352941176471,4
"13896",7,2,95,8,0.907407407407407,2.5
"14250",8,2,13,5,0.967391304347826,1.5
"14252",8,2,13,6,0.969387755102041,1.5
"14260",8,2,13,10,0.684782608695652,14.5
"14450",8,2,23,5,0.704545454545455,13
"14856",8,2,43,8,0.192307692307692,10.5
"15380",8,2,69,10,0.8125,3
"15982",8,2,100,1,0.810344827586207,5.5
"15988",8,2,100,4,0.655172413793103,10
"15996",8,2,100,8,0.5,15
"15998",8,2,100,9,0.833333333333333,4.5
"16124",9,2,7,2,0,0
"16138",9,2,7,9,0.9625,1.5
"16140",9,2,7,10,0,0
"16348",9,2,18,4,0,0
"16350",9,2,18,5,0.274193548387097,22.5
"16360",9,2,18,10,0,0
"16590",9,2,30,5,0.932432432432432,2.5
"17084",9,2,55,2,0.181818181818182,9
"17088",9,2,55,4,0.6,4
"17096",9,2,55,8,0.208333333333333,9.5
"17098",9,2,55,9,0.576923076923077,5.5
"18018",1,3,1,9,0.75,1.5
"18042",1,3,3,1,0.666666666666667,2
"18046",1,3,3,3,0.666666666666667,2
"18048",1,3,3,4,0.0833333333333334,5.5
"18068",1,3,4,4,0.5,5
"18072",1,3,4,6,0.7,3
"18090",1,3,5,5,0.75,2.5
"18098",1,3,5,9,0.4,6
"18108",1,3,6,4,0.375,5
"18132",1,3,7,6,0.714285714285714,2
"18136",1,3,7,8,0.625,3
"18164",1,3,9,2,0.857142857142857,1
"18176",1,3,9,8,0.285714285714286,5
"18180",1,3,9,10,0.428571428571429,4
"18200",1,3,10,10,0.8,2
"18228",1,3,12,4,0.333333333333333,2
"18250",1,3,13,5,0.875,1
"18254",1,3,13,7,0.875,1
"18284",1,3,15,2,0.3125,5.5
"18288",1,3,15,4,0.75,2
"18312",1,3,16,6,0.4,3
"18350",1,3,18,5,0.666666666666667,2
"18362",1,3,19,1,0.5625,3.5
"18372",1,3,19,6,0.75,2
"18376",1,3,19,8,0.75,2
"18388",1,3,20,4,0.9,1
"18434",1,3,22,7,0.5625,3.5
"18498",1,3,25,9,0.9,1
"18552",1,3,28,6,0.8,2
"18560",1,3,28,10,0.2,8
"18608",1,3,31,4,0.875,1
"18614",1,3,31,7,0.875,1
"18616",1,3,31,8,0.6875,2.5
"18622",1,3,32,1,0.666666666666667,3
"18628",1,3,32,4,0.5,4
"18640",1,3,32,10,0.666666666666667,3
"18712",1,3,36,6,0.333333333333333,4
"18714",1,3,36,7,0.666666666666667,2
"18740",1,3,37,10,0.625,1.5
"18756",1,3,38,8,0.142857142857143,6
"18784",1,3,40,2,0.875,1
"18788",1,3,40,4,0.3125,5.5
"18800",1,3,40,10,0.8125,1.5
"18802",1,3,41,1,0.555555555555556,4
"18838",1,3,42,9,0.1875,6.5
"18846",1,3,43,3,0.428571428571429,4
"18862",1,3,44,1,0.85,1.5
"18872",1,3,44,6,0.7,3
"18886",1,3,45,3,0.125,7
"18892",1,3,45,6,0.125,7
"18898",1,3,45,9,0.5,4
"18902",1,3,46,1,0.25,6
"18908",1,3,46,4,0.8125,1.5
"18926",1,3,47,3,0.333333333333333,2
"18928",1,3,47,4,0.666666666666667,1
"18940",1,3,47,10,0.333333333333333,2
"18956",1,3,48,8,0.6,2
"18964",1,3,49,2,0.428571428571429,4
"18966",1,3,49,3,0.142857142857143,6
"18992",1,3,50,6,0.15,8.5
"18998",1,3,50,9,0.8,2
"19034",1,3,52,7,0.428571428571429,4
"19038",1,3,52,9,0.428571428571429,4
"19058",1,3,53,9,0.357142857142857,4.5
"19062",1,3,54,1,0.125,7
"19082",1,3,55,1,0.722222222222222,2.5
"19086",1,3,55,3,0.833333333333333,1.5
"19108",1,3,56,4,0.5,2
"19126",1,3,57,3,0.7,3
"19128",1,3,57,4,0.85,1.5
"19146",1,3,58,3,0.333333333333333,4
"19148",1,3,58,4,0.5,3
"19168",1,3,59,4,0.75,1
"19202",1,3,61,1,0.5,4.5
"19238",1,3,62,9,0.857142857142857,1
"19246",1,3,63,3,0.5,3
"19278",1,3,64,9,0.611111111111111,3.5
"19296",1,3,65,8,0.75,1
"19304",1,3,66,2,0.333333333333333,2
"19334",1,3,67,7,0.5,4
"19346",1,3,68,3,0.6,4
"19356",1,3,68,8,0.6,4
"19362",1,3,69,1,0.214285714285714,5.5
"19380",1,3,69,10,0.285714285714286,5
"19388",1,3,70,4,0.666666666666667,2
"19392",1,3,70,6,0.583333333333333,2.5
"19404",1,3,71,2,0.666666666666667,1
"19422",1,3,72,1,0.666666666666667,1
"19430",1,3,72,5,0.5,1.5
"19492",1,3,75,6,0.625,3
"19526",1,3,77,3,0.6,2
"19554",1,3,78,7,0,4
"19560",1,3,78,10,0.5,2
"19600",1,3,80,10,0.375,2.5
"19666",1,3,84,3,0.5,2
"19668",1,3,84,4,0.5,2
"19678",1,3,84,9,0.75,1
"19680",1,3,84,10,0.75,1
"19684",1,3,85,2,0.428571428571429,4
"19690",1,3,85,5,0.857142857142857,1
"19694",1,3,85,7,0.571428571428571,3
"19708",1,3,86,4,0.888888888888889,1
"19728",1,3,87,4,0.5625,3.5
"19820",1,3,91,10,0.25,3
"19852",1,3,93,6,0.857142857142857,1
"19862",1,3,94,1,0.666666666666667,3
"19886",1,3,95,3,0.25,6
"19892",1,3,95,6,0,8
"19924",1,3,97,2,0.8,1
"19946",1,3,98,3,0.5,2.5
"19950",1,3,98,5,0.6,2
"19966",1,3,99,3,0.666666666666667,3
"19984",1,3,100,2,0.666666666666667,1
"19998",1,3,100,9,0.666666666666667,1
"20178",2,3,9,9,0.722222222222222,5
"20182",2,3,10,1,0.947368421052632,1
"20264",2,3,14,2,0.888888888888889,1
"20282",2,3,15,1,0.65,3.5
"20300",2,3,15,10,0.5,5.5
"20326",2,3,17,3,0.590909090909091,4.5
"20428",2,3,22,4,0.423076923076923,7.5
"20532",2,3,27,6,0.818181818181818,2
"20550",2,3,28,5,0.5,8.5
"20552",2,3,28,6,0.53125,7.5
"20632",2,3,32,6,0.8,1
"20698",2,3,35,9,0.214285714285714,5.5
"20706",2,3,36,3,0.45,5.5
"20712",2,3,36,6,0.25,7.5
"20804",2,3,41,2,0.928571428571429,1
"20820",2,3,41,10,0.833333333333333,3
"20826",2,3,42,3,0.0909090909090909,10
"20840",2,3,42,10,0.888888888888889,1
"20856",2,3,43,8,0.545454545454545,5
"20866",2,3,44,3,0.833333333333333,3
"20974",2,3,49,7,0.375,7.5
"20990",2,3,50,5,0.583333333333333,7.5
"21056",2,3,53,8,0.615384615384615,5
"21072",2,3,54,6,0.321428571428571,9.5
"21080",2,3,54,10,0.346153846153846,8.5
"21102",2,3,56,1,0.2,4
"21106",2,3,56,3,0.416666666666667,3.5
"21124",2,3,57,2,0.933333333333333,1
"21196",2,3,60,8,0.375,7.5
"21252",2,3,63,6,0.909090909090909,1
"21304",2,3,66,2,0.125,3.5
"21336",2,3,67,8,0.346153846153846,8.5
"21392",2,3,70,6,0.35,6.5
"21454",2,3,73,7,0.666666666666667,1
"21476",2,3,74,8,0.111111111111111,8
"21478",2,3,74,9,0.666666666666667,3
"21524",2,3,77,2,0.857142857142857,1
"21534",2,3,77,7,0.375,5
"21536",2,3,77,8,0.875,1
"21548",2,3,78,4,0.857142857142857,1
"21576",2,3,79,8,0.5,3.5
"21604",2,3,81,2,0.375,5
"21630",2,3,82,5,0.9375,1
"21686",2,3,85,3,0.75,3
"21716",2,3,86,8,0.615384615384615,5
"21718",2,3,86,9,0.533333333333333,7
"21778",2,3,89,9,0.192307692307692,10.5
"21824",2,3,92,2,0.535714285714286,6.5
"21884",2,3,95,2,0.933333333333333,1
"21974",2,3,99,7,0.882352941176471,2
"22060",3,3,3,10,0.9,1
"22090",3,3,5,5,0.947368421052632,1
"22142",3,3,8,1,0.125,7
"22144",3,3,8,2,0.125,7
"22196",3,3,10,8,0.857142857142857,3
"22212",3,3,11,6,0.882352941176471,2
"22270",3,3,14,5,0.2,4
"22276",3,3,14,8,0.0833333333333334,5.5
"22330",3,3,17,5,0.0555555555555556,17
"22370",3,3,19,5,0.5,7
"22428",3,3,22,4,0.5,3
"22504",3,3,26,2,0.125,3.5
"22566",3,3,29,3,0.444444444444444,5
"22624",3,3,32,2,0.75,2
"22720",3,3,36,10,0.266666666666667,11
"22752",3,3,38,6,0.375,7.5
"22762",3,3,39,1,0.583333333333333,2.5
"22764",3,3,39,2,0.166666666666667,5
"22770",3,3,39,5,0.125,3.5
"22774",3,3,39,7,0.142857142857143,6
"22780",3,3,39,10,0.142857142857143,6
"22792",3,3,40,6,0.666666666666667,5
"22796",3,3,40,8,0.653846153846154,4.5
"22798",3,3,40,9,0.791666666666667,2.5
"22866",3,3,44,3,0.8125,3
"22974",3,3,49,7,0.675,6.5
"22994",3,3,50,7,0,0
"23038",3,3,52,9,0.375,12.5
"23042",3,3,53,1,0.34375,10.5
"23064",3,3,54,2,0.5,10
"23070",3,3,54,5,0.222222222222222,14
"23076",3,3,54,8,0.210526315789474,15
"23104",3,3,56,2,0.416666666666667,3.5
"23282",3,3,65,1,0.125,3.5
"23312",3,3,66,6,0.4,3
"23332",3,3,67,6,0.210526315789474,15
"23334",3,3,67,7,0.590909090909091,9
"23342",3,3,68,1,0.41304347826087,13.5
"23346",3,3,68,3,0.454545454545455,12
"23362",3,3,69,1,0.0625,15
"23386",3,3,70,3,0.526315789473684,9
"23398",3,3,70,9,0.235294117647059,13
"23434",3,3,72,7,0.733333333333333,4
"23490",3,3,75,5,0.538461538461538,6
"23514",3,3,76,7,0.0833333333333334,5.5
"23528",3,3,77,4,0.8125,1.5
"23546",3,3,78,3,0.857142857142857,1
"23548",3,3,78,4,0,0
"23578",3,3,79,9,0.8,2
"23594",3,3,80,7,0.8125,1.5
"23598",3,3,80,9,0.5,3.5
"23610",3,3,81,5,0.55,9
"23720",3,3,86,10,0.633333333333333,5.5
"23758",3,3,88,9,0.80952380952381,4
"23780",3,3,89,10,0.416666666666667,14
"23802",3,3,91,1,0.1,4.5
"23804",3,3,91,2,0.5,3.5
"23970",3,3,99,5,0.368421052631579,12
"24014",4,3,1,7,0.5,5
"24024",4,3,2,2,0.785714285714286,3
"24106",4,3,6,3,0.277777777777778,6.5
"24116",4,3,6,8,0.272727272727273,8
"24142",4,3,8,1,0.555555555555556,4
"24176",4,3,9,8,0.907407407407407,2.5
"24192",4,3,10,6,0.475,10.5
"24196",4,3,10,8,0.366666666666667,9.5
"24198",4,3,10,9,0.947368421052632,1
"24202",4,3,11,1,0.0882352941176471,15.5
"24206",4,3,11,3,0.611111111111111,7
"24210",4,3,11,5,0.638888888888889,6.5
"24218",4,3,11,9,0.777777777777778,4
"24222",4,3,12,1,0.375,7.5
"24228",4,3,12,4,0.107142857142857,12.5
"24230",4,3,12,5,0.09375,14.5
"24232",4,3,12,6,0.321428571428571,9.5
"24234",4,3,12,7,0.333333333333333,8
"24236",4,3,12,8,0.384615384615385,8
"24240",4,3,12,10,0.785714285714286,3
"24248",4,3,13,4,0.160714285714286,23.5
"24256",4,3,13,8,0.604166666666667,9.5
"24280",4,3,14,10,0.571428571428571,3
"24298",4,3,15,9,0.875,2
"24330",4,3,17,5,0.227272727272727,8.5
"24332",4,3,17,6,0.307692307692308,9
"24380",4,3,19,10,0.9,3
"24474",4,3,24,7,0.964285714285714,1
"24574",4,3,29,7,0.58695652173913,9.5
"24594",4,3,30,7,0.0833333333333334,5.5
"24620",4,3,31,10,0.894736842105263,2
"24668",4,3,34,4,0.590909090909091,4.5
"24768",4,3,39,4,0.142857142857143,6
"24772",4,3,39,6,0,0
"24788",4,3,40,4,0.785714285714286,3
"24850",4,3,43,5,0.894736842105263,2
"24884",4,3,45,2,0.4375,4.5
"24908",4,3,46,4,0.125,10.5
"24910",4,3,46,5,0.15,8.5
"24912",4,3,46,6,0.454545454545455,6
"24914",4,3,46,7,0.125,10.5
"24916",4,3,46,8,0.35,6.5
"24920",4,3,46,10,0.125,10.5
"24996",4,3,50,8,0,0
"25006",4,3,51,3,0.590909090909091,9
"25052",4,3,53,6,0.3,3.5
"25090",4,3,55,5,0.660714285714286,9.5
"25198",4,3,60,9,0.45,5.5
"25272",4,3,64,6,0.306451612903226,21.5
"25318",4,3,66,9,0.166666666666667,5
"25354",4,3,68,7,0.825,3.5
"25380",4,3,69,10,0.816666666666667,5.5
"25382",4,3,70,1,0.366666666666667,9.5
"25386",4,3,70,3,0.533333333333333,7
"25400",4,3,70,10,0.1,13.5
"25404",4,3,71,2,0.4,6
"25412",4,3,71,6,0.7,3
"25492",4,3,75,6,0.25,6
"25508",4,3,76,4,0.5,3.5
"25540",4,3,77,10,0.625,6
"25676",4,3,84,8,0.613636363636364,8.5
"25804",4,3,91,2,0.125,7
"25808",4,3,91,4,0.625,3
"25864",4,3,94,2,0.428571428571429,8
"25872",4,3,94,6,0.866666666666667,2
"25904",4,3,96,2,0.520833333333333,11.5
"25926",4,3,97,3,0.71875,4.5
"25946",4,3,98,3,0.815789473684211,3.5
"25962",4,3,99,1,0.233333333333333,11.5
"25986",4,3,100,3,0.5,3.5
"26002",5,3,1,1,0.709677419354839,9
"26026",5,3,2,3,0.666666666666667,2
"26090",5,3,5,5,0.5625,10.5
"26158",5,3,8,9,0.265625,23.5
"26174",5,3,9,7,0.59375,13
"26238",5,3,12,9,0,0
"26264",5,3,14,2,0.590909090909091,4.5
"26266",5,3,14,3,0.15,8.5
"26332",5,3,17,6,0.933333333333333,1
"26428",5,3,22,4,0.625,12
"26442",5,3,23,1,0.454545454545455,18
"26444",5,3,23,2,0.0526315789473685,36
"26452",5,3,23,6,0.439393939393939,18.5
"26454",5,3,23,7,0.242857142857143,26.5
"26456",5,3,23,8,0.25,24
"26458",5,3,23,9,0.484848484848485,17
"26504",5,3,26,2,0.875,1
"26536",5,3,27,8,0.882352941176471,2
"26540",5,3,27,10,0.611111111111111,7
"26550",5,3,28,5,0.956521739130435,1
"26692",5,3,35,6,0,0
"26710",5,3,36,5,0.1,18
"26774",5,3,39,7,0.555555555555556,4
"26860",5,3,43,10,0.760869565217391,5.5
"26902",5,3,46,1,0.888888888888889,1
"27060",5,3,53,10,0,0
"27088",5,3,55,4,0.431818181818182,12.5
"27166",5,3,59,3,0.777777777777778,4
"27186",5,3,60,3,0.166666666666667,10
"27202",5,3,61,1,0.71875,9
"27210",5,3,61,5,0.666666666666667,11
"27214",5,3,61,7,0.939393939393939,2
"27224",5,3,62,2,0.545454545454545,5
"27240",5,3,62,10,0.15,8.5
"27324",5,3,67,2,0.75,7.5
"27518",5,3,76,9,0.357142857142857,4.5
"27580",5,3,79,10,0.685185185185185,8.5
"27586",5,3,80,3,0.625,7.5
"27608",5,3,81,4,0.7,4.5
"27612",5,3,81,6,0.75,3
"27666",5,3,84,3,0.285714285714286,10
"27764",5,3,89,2,0.541666666666667,5.5
"27766",5,3,89,3,0,0
"27768",5,3,89,4,0.346153846153846,8.5
"27780",5,3,89,10,0.708333333333333,3.5
"27784",5,3,90,2,0.862068965517241,4
"27802",5,3,91,1,0.214285714285714,5.5
"27812",5,3,91,6,0.6875,2.5
"27842",5,3,93,1,0.53125,15
"27854",5,3,93,7,0.6,10
"27856",5,3,93,8,0.482142857142857,14.5
"27860",5,3,93,10,0.34375,21
"27886",5,3,95,3,0.9,3.5
"27950",5,3,98,5,0.409090909090909,13
"27952",5,3,98,6,0.80952380952381,4
"28010",6,3,1,5,0.302631578947368,26.5
"28092",6,3,5,6,0.25,4.5
"28114",6,3,6,7,0,0
"28166",6,3,9,3,0.586206896551724,12
"28224",6,3,12,2,0.636363636363636,4
"28236",6,3,12,8,0.555555555555556,4
"28238",6,3,12,9,0.3,7
"28242",6,3,13,1,0.833333333333333,3
"28246",6,3,13,3,0.676470588235294,5.5
"28248",6,3,13,4,0.8,4
"28256",6,3,13,8,0.3125,11
"28362",6,3,19,1,0.454545454545455,12
"28404",6,3,21,2,0.92,2
"28418",6,3,21,9,0.759259259259259,6.5
"28612",6,3,31,6,0.691176470588235,10.5
"28620",6,3,31,10,0.803030303030303,6.5
"28640",6,3,32,10,0.653846153846154,9
"28794",6,3,40,7,0.893939393939394,3.5
"28838",6,3,42,9,0,0
"28850",6,3,43,5,0,0
"28852",6,3,43,6,0.568965517241379,12.5
"28882",6,3,45,1,0.444444444444444,20
"28886",6,3,45,3,0.296875,22.5
"28890",6,3,45,5,0.797297297297297,7.5
"28894",6,3,45,7,0.897058823529412,3.5
"28898",6,3,45,9,0.888888888888889,4
"28916",6,3,46,8,0.325,13.5
"28946",6,3,48,3,0.871794871794872,5
"29076",6,3,54,8,0,0
"29202",6,3,61,1,0.833333333333333,3.5
"29214",6,3,61,7,0.363636363636364,14
"29216",6,3,61,8,0.525,9.5
"29232",6,3,62,6,0.9,1
"29298",6,3,65,9,0.633333333333333,5.5
"29350",6,3,68,5,0.4,9
"29392",6,3,70,6,0.46551724137931,15.5
"29400",6,3,70,10,0.909090909090909,3
"29404",6,3,71,2,0.807692307692308,2.5
"29462",6,3,74,1,0.617647058823529,6.5
"29482",6,3,75,1,0.928571428571429,2
"29662",6,3,84,1,0.305555555555556,12.5
"29668",6,3,84,4,0.472222222222222,9.5
"29670",6,3,84,5,0.131578947368421,16.5
"29674",6,3,84,7,0.352941176470588,11
"29678",6,3,84,9,0.289473684210526,13.5
"29774",6,3,89,7,0.930555555555556,2.5
"29824",6,3,92,2,0.944444444444444,1
"29844",6,3,93,2,0.6,10
"29854",6,3,93,7,0.25,18
"29858",6,3,93,9,0.26,18.5
"29864",6,3,94,2,0.59375,13
"29892",6,3,95,6,0.683333333333333,9.5
"29902",6,3,96,1,0.8,2
"29908",6,3,96,4,0.5,3.5
"29942",6,3,98,1,0.66,8.5
"29944",6,3,98,2,0.1,22.5
"29954",6,3,98,7,0.28,18
"29956",6,3,98,8,0.295454545454545,15.5
"29958",6,3,98,9,0.5,13.5
"30162",7,3,9,1,0.551724137931034,13
"30164",7,3,9,2,0,0
"30166",7,3,9,3,0.283783783783784,26.5
"30168",7,3,9,4,0,0
"30170",7,3,9,5,0.895348837209302,4.5
"30180",7,3,9,10,0.333333333333333,22
"30194",7,3,10,7,0.878048780487805,5
"30198",7,3,10,9,0.977777777777778,1
"30202",7,3,11,1,0.3,7
"30462",7,3,24,1,0.2,8
"30466",7,3,24,3,0,0
"30470",7,3,24,5,0.192307692307692,10.5
"30474",7,3,24,7,0.15,8.5
"30478",7,3,24,9,0.277777777777778,6.5
"30480",7,3,24,10,0.181818181818182,9
"30594",7,3,30,7,0.575757575757576,14
"30664",7,3,34,2,0.974358974358974,1
"30706",7,3,36,3,0.166666666666667,10
"30718",7,3,36,9,0.45,5.5
"30768",7,3,39,4,0.0833333333333334,11
"30828",7,3,42,4,0.384615384615385,16
"30830",7,3,42,5,0.789473684210526,4
"30836",7,3,42,8,0.119047619047619,18.5
"30838",7,3,42,9,0.227272727272727,17
"30842",7,3,43,1,0.181818181818182,9
"30926",7,3,47,3,0.225806451612903,24
"30962",7,3,49,1,0.242424242424242,25
"30966",7,3,49,3,0.602941176470588,13.5
"30972",7,3,49,6,0.628571428571429,13
"30974",7,3,49,7,0.742424242424242,8.5
"30976",7,3,49,8,0.878787878787879,4
"30978",7,3,49,9,0.338235294117647,22.5
"30980",7,3,49,10,0.402777777777778,21.5
"30998",7,3,50,9,0.887096774193548,3.5
"31164",7,3,59,2,0,0
"31178",7,3,59,9,0.142857142857143,12
"31204",7,3,61,2,0.758064516129032,7.5
"31210",7,3,61,5,0.4,18
"31212",7,3,61,6,0.725806451612903,8.5
"31216",7,3,61,8,0.267857142857143,20.5
"31220",7,3,61,10,0.693548387096774,9.5
"31588",7,3,80,4,0.5,9
"31618",7,3,81,9,0.903846153846154,2.5
"31622",7,3,82,1,0.814285714285714,6.5
"31656",7,3,83,8,0.705128205128205,11.5
"31676",7,3,84,8,0.527027027027027,17.5
"31696",7,3,85,8,0.346153846153846,25.5
"31912",7,3,96,6,0.810344827586207,5.5
"31972",7,3,99,6,0.283333333333333,21.5
"32162",8,3,9,1,0.2,8
"32166",8,3,9,3,0.571428571428571,6
"32168",8,3,9,4,0.208333333333333,9.5
"32170",8,3,9,5,0.590909090909091,4.5
"32174",8,3,9,7,0.166666666666667,10
"32176",8,3,9,8,0.55,4.5
"32180",8,3,9,10,0,0
"32184",8,3,10,2,0.5875,16.5
"32194",8,3,10,7,0.782051282051282,8.5
"32208",8,3,11,4,0.586206896551724,12
"32360",8,3,18,10,0.840909090909091,3.5
"32364",8,3,19,2,0.166666666666667,22.5
"32368",8,3,19,4,0.65,10.5
"32372",8,3,19,6,0.655172413793103,10
"32374",8,3,19,7,0.685185185185185,8.5
"32376",8,3,19,8,0.603448275862069,11.5
"32388",8,3,20,4,0.75,7.5
"32508",8,3,26,4,0,0
"32706",8,3,36,3,0.518518518518519,13
"32810",8,3,41,5,0.227272727272727,8.5
"32830",8,3,42,5,0.464285714285714,15
"32848",8,3,43,4,0.844444444444444,7
"32856",8,3,43,8,0,0
"32862",8,3,44,1,0.3,21
"32870",8,3,44,5,0.683333333333333,9.5
"33048",8,3,53,4,0,0
"33058",8,3,53,9,0.736111111111111,9.5
"33170",8,3,59,5,0,0
"33216",8,3,61,8,0.727272727272727,3
"33224",8,3,62,2,0.916666666666667,1
"33370",8,3,69,5,0.933333333333333,1
"33454",8,3,73,7,0.657894736842105,6.5
"33494",8,3,75,7,0.471428571428571,18.5
"33562",8,3,79,1,0.666666666666667,7
"33568",8,3,79,4,0.304347826086957,16
"33574",8,3,79,7,0,0
"33580",8,3,79,10,0.861111111111111,2.5
"33606",8,3,81,3,0.625,4.5
"33614",8,3,81,7,0.708333333333333,3.5
