"","name","par_strategy","nproc","time","generator","r","id","avg_card","date","duration","iteration","perc_minimal","size","size_minimal","mhspersec","totaltime"
"145","mhs","Stride",5,8e+06,"mhs_stride_5_8000000",50,2175683600.84,7.0353071973,12024,9.27874772,50.5,0.9845521838,351096.99,345913.671290611,7567.76669858635,46.3937386
"146","mhs","Stride",6,1e+06,"mhs_stride_6_1000000",50,2133064046.31,6.9987150049,12026,1.65208514,50.5,0.99552001536,187907.41,187062.129818914,18956.5906189718,9.91251084
"147","mhs","Stride",6,1.6e+07,"mhs_stride_6_16000000",50,2296668442.63,7.0812391712,12030,17.53061538,50.5,0.97007578847,436245.82,423607.640214349,4147.46630911862,105.18369228
"148","mhs","Stride",6,2e+06,"mhs_stride_6_2000000",50,1935725680.34,7.0015606163,12027,3.35468675,50.5,0.99488486107,388053.49,386073.620084597,19279.1716444663,20.1281205
"149","mhs","Stride",6,4e+06,"mhs_stride_6_4000000",50,1927386721.22,7.0120456989,12028,5.43666015,50.5,0.99183112261,404726.7,401503.408529629,12407.3324686297,32.6199609
"150","mhs","Stride",6,8e+06,"mhs_stride_6_8000000",50,2341711576.68,7.0355892853,12029,9.48393621,50.5,0.98450814839,415120.82,408921.370047869,7295.15696872589,56.90361726
"151","mhs","Stride",7,1e+06,"mhs_stride_7_1000000",50,2108847642.44,6.9984856655,12031,1.62948542,50.5,0.99569324075,191604.54,190774.340125644,16797.9883752855,11.40639794
"152","mhs","Stride",7,1.6e+07,"mhs_stride_7_16000000",50,2082296352.66,7.077042894,12035,17.76359276,50.5,0.97151021364,501459.65,487554.3699478,4032.80427698472,124.34514932
"153","mhs","Stride",7,2e+06,"mhs_stride_7_2000000",50,2169778132.25,7.0013820126,12032,3.53469903,50.5,0.99506194176,447529.21,445314.439471032,18087.1818910461,24.74289321
"154","mhs","Stride",7,4e+06,"mhs_stride_7_4000000",50,2017943922.77,7.0110468915,12033,5.6011473,50.5,0.99222593427,467086.86,463517.110406188,11913.0404382892,39.2080311
"155","mhs","Stride",7,8e+06,"mhs_stride_7_8000000",50,2192625076.47,7.0333161876,12034,9.66411386,50.5,0.98539579874,478307.26,471523.499942251,7070.44738517066,67.64879702
"156","mhs","Stride",8,1e+06,"mhs_stride_8_1000000",50,2163393299.68,6.9987677047,12036,1.8402819,50.5,0.99578372116,246570.16,245531.79980754,16748.1242955223,14.7222552
"157","mhs","Stride",8,1.6e+07,"mhs_stride_8_16000000",50,2192179482.48,7.0760672137,12040,17.98637469,50.5,0.97205458108,563456.38,548076.440492348,3915.85568042005,143.89099752
"158","mhs","Stride",8,2e+06,"mhs_stride_8_2000000",50,2202276986.26,7.0012470053,12037,3.75379174,50.5,0.99521649292,499662.85,497259.150028006,16638.6045300425,30.03033392
"159","mhs","Stride",8,4e+06,"mhs_stride_8_4000000",50,2024806831.27,7.01100193,12038,5.82482543,50.5,0.99239923835,525557.68,521617.031302293,11278.3998060522,46.59860344
"160","mhs","Stride",8,8e+06,"mhs_stride_8_8000000",50,2309945671.16,7.0327535966,12039,9.88711726,50.5,0.98566831949,537816.94,530294.920510755,6799.46598509341,79.09693808
"161","mhs","Random",1,1e+06,"mhs_random_1_1000000",75,2032010046.72,4.9416526084,19961,1.14518708,50.5,0.77819144547,33464.78,25983.4599921768,29222.107535478,1.14518708
"162","mhs","Random",1,1.6e+07,"mhs_random_1_16000000",75,2245253485.51,4.9759282639,19965,16.24420371,50.5,0.77044534324,92687.52,71509.0100072987,5705.88264310803,16.24420371
"163","mhs","Random",1,2e+06,"mhs_random_1_2000000",75,2172725919.88,4.9528878023,19962,2.15312815,50.5,0.77525613903,42178.84,32730.2400845485,19589.5632129467,2.15312815
"164","mhs","Random",1,4e+06,"mhs_random_1_4000000",75,1964838796.6,4.9596111157,19963,4.14230403,50.5,0.77380172487,51508.75,39894.209946565,12434.8067227697,4.14230403
"165","mhs","Random",1,8e+06,"mhs_random_1_8000000",75,1998927877.08,4.9672910498,19964,8.23220153,50.5,0.77207831679,67503.93,52163.1198329272,8199.9851138241,8.23220153
"166","mhs","Random",2,1e+06,"mhs_random_2_1000000",75,2082450503.19,4.9673471834,19966,1.21488457,50.5,0.77217171969,71437.12,55198.5199914393,29400.7849651099,2.42976914
"167","mhs","Random",2,1.6e+07,"mhs_random_2_16000000",75,2137120485.59,5.0321769909,19970,16.55812104,50.5,0.73591070409,182967.78,134609.949118365,5525.01638193122,33.11624208
"168","mhs","Random",2,2e+06,"mhs_random_2_2000000",75,2222455590.71,4.9779217147,19967,2.27825665,50.5,0.76935646176,114192.99,87954.2899905138,25061.4850613955,4.5565133
"169","mhs","Random",2,4e+06,"mhs_random_2_4000000",75,2351301889.37,4.9868692402,19968,4.41503906,50.5,0.76436252002,127558.44,97547.1199595612,14445.9016405622,8.83007812
"170","mhs","Random",2,8e+06,"mhs_random_2_8000000",75,1957718902.8,5.0079133889,19969,8.40283205,50.5,0.75099602464,150671.04,113141.709374197,8965.49158090099,16.8056641
"171","mhs","Random",3,1e+06,"mhs_random_3_1000000",75,2257281713.94,4.9733044859,19971,1.28107929,50.5,0.77373641073,113442.93,87804.9596236621,29517.5406355995,3.84323787
"172","mhs","Random",3,1.6e+07,"mhs_random_3_16000000",75,2267753885.89,5.0266411257,19975,16.75244468,50.5,0.7420971316,256357.34,190261.800837796,5100.89412613817,50.25733404
"173","mhs","Random",3,2e+06,"mhs_random_3_2000000",75,2348493693.25,4.9800697613,19972,2.4933374,50.5,0.77113768995,170788.64,131993.570356501,22832.6686419041,7.4800122
"174","mhs","Random",3,4e+06,"mhs_random_3_4000000",75,2117653075,4.9881695698,19973,4.50223711,50.5,0.76635241805,189026.31,145124.840187571,13994.991481024,13.50671133
"175","mhs","Random",3,8e+06,"mhs_random_3_8000000",75,2044641462.29,5.0022542143,19974,8.61273821,50.5,0.75751518311,213146.53,161615.960516394,8249.27469069483,25.83821463
"176","mhs","Random",4,1e+06,"mhs_random_4_1000000",75,2157875192.8,4.9771162125,19976,1.40058889,50.5,0.7703546858,153108.86,117992.710154229,27329.3721471687,5.60235556
"177","mhs","Random",4,1.6e+07,"mhs_random_4_16000000",75,2088620567.99,5.0402611877,19980,17.00916775,50.5,0.73271914901,344773.76,252612.028698094,5067.46957093183,68.036671
"178","mhs","Random",4,2e+06,"mhs_random_4_2000000",75,2084319965.67,4.9844439985,19977,2.70473283,50.5,0.76801701547,247603.01,190602.849254852,22886.0876066639,10.81893132
"179","mhs","Random",4,4e+06,"mhs_random_4_4000000",75,2028406178.42,4.9923817824,19978,4.76629444,50.5,0.76349843556,269361.42,206001.690233702,14128.4504865797,19.06517776
"180","mhs","Random",4,8e+06,"mhs_random_4_8000000",75,2224430948.81,5.0113699151,19979,8.86684334,50.5,0.7511514014,297800.16,223906.530343941,8396.4537485558,35.46737336
"181","mhs","Random",5,1e+06,"mhs_random_5_1000000",75,2017033898.91,4.9773451136,19981,1.4868068,50.5,0.77177577974,181313,139950.479994859,24389.5844436547,7.434034
"182","mhs","Random",5,1.6e+07,"mhs_random_5_16000000",75,2101620416.88,5.0357103871,19985,17.14743879,50.5,0.73605601128,401538.86,295507.100850307,4683.36834343061,85.73719395
"183","mhs","Random",5,2e+06,"mhs_random_5_2000000",75,2169619621.72,4.9841601418,19982,2.83300168,50.5,0.76893784522,301507.86,232432.210031112,21285.3993083407,14.1650084
"184","mhs","Random",5,4e+06,"mhs_random_5_4000000",75,1955914868.21,4.9919322153,19983,4.89289241,50.5,0.76448976451,324064.89,248226.969831306,13246.3525802318,24.46446205
"185","mhs","Random",5,8e+06,"mhs_random_5_8000000",75,2218438045.87,5.0068875835,19984,9.00263052,50.5,0.75494474592,355036.28,268240.31002112,7887.3897848248,45.0131526
"186","mhs","Random",6,1e+06,"mhs_random_6_1000000",75,2111191868.66,4.9796606111,19986,1.58365678,50.5,0.77205106258,229696.15,177339.339373697,24173.6038705727,9.50194068
"187","mhs","Random",6,1.6e+07,"mhs_random_6_16000000",75,2001220159.08,5.045624204,19990,17.38113438,50.5,0.73097281513,494240.82,361349.479162547,4739.24590875869,104.28680628
"188","mhs","Random",6,2e+06,"mhs_random_6_2000000",75,2079385827.72,4.9868668988,19987,3.08948219,50.5,0.76858952759,380533.54,293131.231174416,20528.4422327959,18.53689314
"189","mhs","Random",6,4e+06,"mhs_random_6_4000000",75,2197754256.02,4.9946823971,19988,5.1474323,50.5,0.76398395656,412602.01,315755.889418796,13359.4766592009,30.8845938
"190","mhs","Random",6,8e+06,"mhs_random_6_8000000",75,2187182987.25,5.012934074,19989,9.25449208,50.5,0.75214620652,443706.41,334089.349533229,7990.82950139964,55.52695248
"191","mhs","Random",7,1e+06,"mhs_random_7_1000000",75,2158226811.65,4.9794853021,19991,1.67991798,50.5,0.77255043858,250607.49,193657.19995005,21311.2011575708,11.75942586
"192","mhs","Random",7,1.6e+07,"mhs_random_7_16000000",75,1971569085.16,5.0411850787,19995,17.54638902,50.5,0.73430739284,549833.98,403925.859334829,4476.57414520104,122.82472314
"193","mhs","Random",7,2e+06,"mhs_random_7_2000000",75,1941569663.33,4.9868036841,19992,3.18346443,50.5,0.76909106611,438903.13,338371.609254067,19695.6644314877,22.28425101
"194","mhs","Random",7,4e+06,"mhs_random_7_4000000",75,2181736764.99,4.9938339667,19993,5.25695862,50.5,0.76482825157,465019.77,356307.419821204,12636.8496532479,36.79871034
"195","mhs","Random",7,8e+06,"mhs_random_7_8000000",75,2267420598.69,5.0110186098,19994,9.36845533,50.5,0.75386957822,499957.15,377326.540022052,7623.71676911225,65.57918731
"196","mhs","Random",8,1e+06,"mhs_random_8_1000000",75,2364843967.72,4.9822550675,19996,1.7788164,50.5,0.7722531063,306542.8,236736.920560332,21541.2057140917,14.2305312
"197","mhs","Random",8,1.6e+07,"mhs_random_8_16000000",75,2357937444.43,5.0453176976,20000,17.84300547,50.5,0.73150655571,678154.28,496631.870422706,4750.84117092971,142.74404376
"198","mhs","Random",8,2e+06,"mhs_random_8_2000000",75,2052092081.73,4.989325418,19997,3.5291649,50.5,0.76821013511,544628.19,419339.549991455,19290.2643200379,28.2333192
"199","mhs","Random",8,4e+06,"mhs_random_8_4000000",75,1915401146.13,4.996512661,19998,5.5995991,50.5,0.76370679794,590904.95,452297.911684387,13190.7869529445,44.7967928
"200","mhs","Random",8,8e+06,"mhs_random_8_8000000",75,2268555075.05,5.0131269111,19999,9.75405207,50.5,0.75275908355,624473.36,470951.658249779,8002.74280266375,78.03241656
"201","mhs","Stride",1,1e+06,"mhs_stride_1_1000000",75,2111614398.43,4.9397968961,20001,1.11788167,50.5,0.7788742882,33195.56,25810.7400390762,29695.0570805942,1.11788167
"202","mhs","Stride",1,1.6e+07,"mhs_stride_1_16000000",75,2025220499.36,4.975450325,20005,16.22617207,50.5,0.77093439342,92955.44,71761.4199526403,5728.73500903285,16.22617207
"203","mhs","Stride",1,2e+06,"mhs_stride_1_2000000",75,1989669402.73,4.9523346135,20002,2.14382918,50.5,0.77536285932,41722.74,32382.0398628326,19461.7837975319,2.14382918
"204","mhs","Stride",1,4e+06,"mhs_stride_1_4000000",75,2441339894.29,4.9597243787,20003,4.1148618,50.5,0.77382475737,51601.11,39965.1300437691,12540.1805717995,4.1148618
"205","mhs","Stride",1,8e+06,"mhs_stride_1_8000000",75,2207617115.49,4.9673036522,20004,8.2307168,50.5,0.77213811868,66892.86,51678.2801477238,8127.2216777037,8.2307168
"206","mhs","Stride",2,1e+06,"mhs_stride_2_1000000",75,2065117901.78,4.9624796913,20006,1.21925337,50.5,0.77467447518,69703.58,54017.5500525948,28584.5344844116,2.43850674
"207","mhs","Stride",2,1.6e+07,"mhs_stride_2_16000000",75,2128515581.36,4.9847319362,20010,16.47241608,50.5,0.76819937044,164580.41,126280.289893836,4995.6366206602,32.94483216
"208","mhs","Stride",2,2e+06,"mhs_stride_2_2000000",75,1949155422.53,4.9668815277,20007,2.23428327,50.5,0.77400732513,93287.47,72332.9902657164,20876.3748206377,4.46856654
"209","mhs","Stride",2,4e+06,"mhs_stride_2_4000000",75,1927891877.25,4.9708268265,20008,4.33102953,50.5,0.77353691399,106884.66,82797.3997439582,12339.4055916308,8.66205906
"210","mhs","Stride",2,8e+06,"mhs_stride_2_8000000",75,2150254237.86,4.9779083635,20009,8.35677538,50.5,0.77133327061,134898.43,104031.809924367,8071.20114313758,16.71355076
"211","mhs","Stride",3,1e+06,"mhs_stride_3_1000000",75,2481781237.91,4.9701623105,20011,1.26759483,50.5,0.77492246866,110087.63,85357.5200248052,28949.2161045392,3.80278449
"212","mhs","Stride",3,1.6e+07,"mhs_stride_3_16000000",75,2049962987.76,4.9912015393,20015,16.63097069,50.5,0.76456188558,228505.74,174141.479720667,4579.92389138171,49.89291207
"213","mhs","Stride",3,2e+06,"mhs_stride_3_2000000",75,2380570907.78,4.9708763743,20012,2.38677319,50.5,0.77506986554,138254.74,107329.650019992,19308.4594407286,7.16031957
"214","mhs","Stride",3,4e+06,"mhs_stride_3_4000000",75,1923967880.65,4.9751447868,20013,4.43805453,50.5,0.77329291162,157245.23,121643.51992389,11810.3723855477,13.31416359
"215","mhs","Stride",3,8e+06,"mhs_stride_3_8000000",75,2458130509.87,4.9814037707,20014,8.51067072,50.5,0.77011797369,181771.54,139802.340020622,7119.35819475969,25.53201216
"216","mhs","Stride",4,1e+06,"mhs_stride_4_1000000",75,2087329472.4,4.9734889739,20016,1.386919,50.5,0.77401968892,144104.75,111594.279680716,25975.6968503568,5.547676
"217","mhs","Stride",4,1.6e+07,"mhs_stride_4_16000000",75,2067610465.33,4.9988179539,20020,16.82961754,50.5,0.7608653343,290826.94,220423.379623652,4320.16561441122,67.31847016
"218","mhs","Stride",4,2e+06,"mhs_stride_4_2000000",75,2218882035.01,4.9741451121,20017,2.5395666,50.5,0.77411024207,188424.17,146062.769795765,18548.8510126098,10.1582664
"219","mhs","Stride",4,4e+06,"mhs_stride_4_4000000",75,2012664515.39,4.97842135,20018,4.57268491,50.5,0.77219551267,206309.33,159319.530713019,11279.4416224056,18.29073964
"220","mhs","Stride",4,8e+06,"mhs_stride_4_8000000",75,2235708770.25,4.9868343155,20019,8.68537538,50.5,0.76758461715,242147.25,185379.749947558,6969.97076711266,34.74150152
"221","mhs","Stride",5,1e+06,"mhs_stride_5_1000000",75,2301538707.49,4.9755600784,20021,1.48150167,50.5,0.77337041319,183074.31,141612.600259117,24714.6950566718,7.40750835
"222","mhs","Stride",5,1.6e+07,"mhs_stride_5_16000000",75,2127648262.97,5.012194982,20025,16.98882376,50.5,0.75199661912,355127.75,266258.950098306,4180.7220442906,84.9441188
"223","mhs","Stride",5,2e+06,"mhs_stride_5_2000000",75,2062980641.48,4.9774773927,20022,2.67600883,50.5,0.77279358566,247216.14,191270.230268741,18476.4816340311,13.38004415
"224","mhs","Stride",5,4e+06,"mhs_stride_5_4000000",75,2122044237.02,4.9828813364,20023,4.74955796,50.5,0.77015085102,270225.03,208073.340418479,11378.9549375243,23.7477898
"225","mhs","Stride",5,8e+06,"mhs_stride_5_8000000",75,2210140734.78,4.9938862652,20024,8.85472846,50.5,0.76334441363,302712.65,230658.030182488,6837.31074007435,44.2736423
"226","mhs","Stride",6,1e+06,"mhs_stride_6_1000000",75,2123892453.52,4.977001734,20026,1.61449418,50.5,0.77313706164,223344.31,172739.110761591,23056.1696212907,9.68696508
"227","mhs","Stride",6,1.6e+07,"mhs_stride_6_16000000",75,2330593693.79,5.0196656128,20030,17.18559694,50.5,0.74724752601,423728.97,315884.060679003,4109.34198250782,103.11358164
"228","mhs","Stride",6,2e+06,"mhs_stride_6_2000000",75,2250509521.13,4.9802762601,20027,2.8979255,50.5,0.7722611576,312908.13,241941.640811772,17996.0992786046,17.387553
"229","mhs","Stride",6,4e+06,"mhs_stride_6_4000000",75,2140985139.46,4.9856557795,20028,4.94693318,50.5,0.76921964531,338075.69,260164.851558127,11390.076696636,29.68159908
"230","mhs","Stride",6,8e+06,"mhs_stride_6_8000000",75,2280039035.72,4.9986123606,20029,9.07485177,50.5,0.76071489747,372178.08,282843.250172244,6835.33809390255,54.44911062
"231","mhs","Stride",7,1e+06,"mhs_stride_7_1000000",75,2032622551.7,4.9781869219,20031,1.66591221,50.5,0.77345374287,254568,196985.960100732,21829.9961573948,11.66138547
"232","mhs","Stride",7,1.6e+07,"mhs_stride_7_16000000",75,2121179714.17,5.0258778484,20035,17.37850922,50.5,0.74403555037,497812.89,369575.290053356,4092.18801466661,121.64956454
"233","mhs","Stride",7,2e+06,"mhs_stride_7_2000000",75,2151546155.16,4.982277136,20032,3.03064379,50.5,0.77207168042,382021.65,295433.549638558,18007.567107902,21.21450653
"234","mhs","Stride",7,4e+06,"mhs_stride_7_4000000",75,2178533130.96,4.9878985072,20033,5.10974585,50.5,0.76882092117,408049.04,314025.790627571,11408.1446927541,35.76822095
"235","mhs","Stride",7,8e+06,"mhs_stride_7_8000000",75,1951416584.29,5.0020344593,20034,9.22527089,50.5,0.75962767965,443194.72,336577.510006303,6863.05390741447,64.57689623
"236","mhs","Stride",8,1e+06,"mhs_stride_8_1000000",75,2243830375.89,4.979676051,20036,1.81799542,50.5,0.77288222909,302851.53,234128.610187839,20823.1774588299,14.54396336
"237","mhs","Stride",8,1.6e+07,"mhs_stride_8_16000000",75,2217943353.7,5.0311042741,20040,17.58261729,50.5,0.74120057348,578558.08,427951.658810359,4113.13963144335,140.66093832
"238","mhs","Stride",8,2e+06,"mhs_stride_8_2000000",75,2290596205.29,4.9836642359,20037,3.24773307,50.5,0.77160629632,449971.27,347861.809731169,17318.6673712689,25.98186456
"239","mhs","Stride",8,4e+06,"mhs_stride_8_4000000",75,1940205546.72,4.9895231391,20038,5.29767876,50.5,0.76805188477,480038.47,369217.809605162,11326.6227471293,42.38143008
"240","mhs","Stride",8,8e+06,"mhs_stride_8_8000000",75,2110816980.86,5.0044440848,20039,9.4193572,50.5,0.7583817023,518525.21,393346.139467374,6881.11193511167,75.3548576
