"","id","avg_card","date","duration","generator","iteration","perc_minimal","size","r","size_minimal"
"1077",2886944576,8.84429646," 2014-Jun-05 06:11:54",24.026984,"mhs_random_6",99,1,511144,25,511144
"1078",2887429852,8.95815086," 2014-Jun-05 06:29:36",23.230584,"mhs_random_7",100,1,581301,25,581301
"1079",2891902941,9.55056858," 2014-Jun-04 11:00:46",323.856022,"mhs_random_2",44,1,1093233,25,1093233
"1080",2893088882,8.71692181," 2014-Jun-05 02:21:31",55.148347,"mhs_random_4",87,1,535626,25,535626
"1081",2893118783,8.50803757," 2014-Jun-03 22:09:47",23.378988,"mhs_stride_3",6,1,377592,25,377592
"1082",2898120598,8.71692181," 2014-Jun-05 02:24:40",22.692331,"mhs_random_8",87,1,535626,25,535626
"1083",2901876722,8.96326065," 2014-Jun-05 04:59:45",63.93657,"mhs_random_3",95,1,687582,25,687582
"1084",2904890400,9.04508018," 2014-Jun-05 01:35:11",75.050073,"mhs_random_3",85,1,731614,25,731614
"1085",2905694333,9.05385685," 2014-Jun-04 08:58:47",16.305521,"mhs_stride_2",38,1,219638,25,219638
"1086",2907700825,9.38650227," 2014-Jun-04 12:45:17",41.559266,"mhs_stride_5",48,1,534874,25,534874
"1087",2918673882,9.11033344," 2014-Jun-04 12:55:16",23.609343,"mhs_random_7",49,1,585895,25,585895
"1088",2919276933,9.11033344," 2014-Jun-04 13:01:55",47.76767,"mhs_stride_4",49,1,585895,25,585895
"1089",2919639476,9.94060421," 2014-Jun-04 08:26:11",22.931028,"mhs_stride_7",36,1,337059,25,337059
"1090",2921376517,9.12709236," 2014-Jun-04 18:15:52",49.671748,"mhs_random_6",66,1,891314,25,891314
"1091",2923570418,8.82302094," 2014-Jun-04 23:00:45",28.880274,"mhs_random_7",76,1,584144,25,584144
"1092",2925504163,8.72023678," 2014-Jun-04 15:24:02",144.347527,"mhs_stride_1",57,1,479866,25,479866
"1093",2927143806,9.16362476," 2014-Jun-04 21:31:13",42.51499,"mhs_random_5",73,1,592748,25,592748
"1094",2929230280,8.79619884," 2014-Jun-04 06:31:31",243.111338,"mhs_random_1",32,1,762661,25,762661
"1095",2929326404,8.81549644," 2014-Jun-04 08:05:33",49.243943,"mhs_random_2",35,1,534635,25,534635
"1096",2932365774,9.15190506," 2014-Jun-04 11:53:23",38.762344,"mhs_random_3",45,1,451474,25,451474
"1097",2933181548,9.11783886," 2014-Jun-03 23:33:26",19.501125,"mhs_random_7",10,1,461699,25,461699
"1098",2936807214,9.82990551," 2014-Jun-04 09:06:19",58.568743,"mhs_random_3",39,1,483484,25,483484
"1099",2937453397,8.72876167," 2014-Jun-05 00:10:54",21.523812,"mhs_random_8",80,1,587974,25,587974
"1100",2938671672,8.98309326," 2014-Jun-05 05:40:40",116.862454,"mhs_stride_1",97,1,479344,25,479344
"1101",2943006118,9.44686317," 2014-Jun-04 13:29:45",34.232723,"mhs_stride_8",51,1,596905,25,596905
"1102",2944097073,8.79912758," 2014-Jun-04 14:33:05",20.831857,"mhs_random_4",54,1,401166,25,401166
"1103",2944787184,9.11783886," 2014-Jun-03 23:35:45",106.217602,"mhs_stride_1",10,1,461699,25,461699
"1104",2948351906,8.76125622," 2014-Jun-04 00:54:01",41.677445,"mhs_stride_3",14,1,529894,25,529894
"1105",2950684661,8.89754868," 2014-Jun-05 05:20:31",45.714699,"mhs_random_3",96,1,555444,25,555444
"1106",2950989803,9.2834444," 2014-Jun-05 00:37:00",35.269145,"mhs_stride_5",81,1,537968,25,537968
"1107",2952724176,9.38650227," 2014-Jun-04 12:38:38",19.175851,"mhs_random_8",48,1,534874,25,534874
"1108",2954457821,8.89754868," 2014-Jun-05 05:21:55",31.293199,"mhs_random_5",96,1,555444,25,555444
"1109",2956937308,9.01583481," 2014-Jun-04 01:12:22",49.755958,"mhs_stride_4",15,1,577525,25,577525
"1110",2961076145,8.72023678," 2014-Jun-04 15:21:05",21.333546,"mhs_random_7",57,1,479866,25,479866
"1111",2961117020,9.55056858," 2014-Jun-04 11:38:52",182.528141,"mhs_stride_4",44,1,1093233,25,1093233
"1112",2970844104,9.35296822," 2014-Jun-03 20:44:10",36.316619,"mhs_stride_7",1,1,625172,25,625172
"1113",2972875790,9.57004929," 2014-Jun-04 05:27:37",15.764774,"mhs_random_6",29,1,376815,25,376815
"1114",2973744910,9.21713924," 2014-Jun-04 09:30:55",150.936,"mhs_stride_1",40,1,483528,25,483528
"1115",2975583312,8.89754868," 2014-Jun-05 05:29:13",41.926904,"mhs_stride_4",96,1,555444,25,555444
"1116",2985055570,9.65465832," 2014-Jun-05 06:04:00",40.423097,"mhs_stride_7",98,1,583572,25,583572
"1117",2985077461,9.4477911," 2014-Jun-04 15:34:39",69.088077,"mhs_stride_1",58,1,378621,25,378621
"1118",2988047029,9.51603985," 2014-Jun-04 00:32:18",103.935209,"mhs_stride_6",12,1,896978,25,896978
"1119",2990829411,8.88408375," 2014-Jun-04 01:18:54",12.036905,"mhs_stride_3",16,1,217908,25,217908
"1120",2998089420,9.82990551," 2014-Jun-04 09:09:49",24.565302,"mhs_random_8",39,1,483484,25,483484
"1121",3005218755,9.10426617," 2014-Jun-04 20:06:45",101.170582,"mhs_stride_2",70,1,559989,25,559989
"1122",3010388280,9.11711407," 2014-Jun-04 14:59:58",35.256351,"mhs_random_5",56,1,660263,25,660263
"1123",3013482016,9.15190506," 2014-Jun-04 12:02:27",30.831198,"mhs_stride_5",45,1,451474,25,451474
"1124",3013915706,9.12094116," 2014-Jun-04 04:48:35",60.950131,"mhs_random_4",27,1,643398,25,643398
"1125",3014283663,9.17742825," 2014-Jun-04 17:26:43",42.062999,"mhs_random_8",64,1,774274,25,774274
"1126",3015277638,8.50803757," 2014-Jun-03 22:10:14",21.484951,"mhs_stride_4",6,1,377592,25,377592
"1127",3016622857,9.14146233," 2014-Jun-04 03:07:34",96.35591,"mhs_random_1",22,1,446754,25,446754
"1128",3018884785,8.72876167," 2014-Jun-05 00:10:24",28.589592,"mhs_random_7",80,1,587974,25,587974
"1129",3023469660,9.51603985," 2014-Jun-04 00:22:06",222.829309,"mhs_stride_2",12,1,896978,25,896978
"1130",3029791306,8.50803757," 2014-Jun-03 22:07:30",10.97043,"mhs_random_8",6,1,377592,25,377592
"1131",3031996919,9.82990551," 2014-Jun-04 09:03:41",202.900258,"mhs_random_1",39,1,483484,25,483484
"1132",3035223804,8.79912758," 2014-Jun-04 14:36:01",83.742929,"mhs_stride_1",54,1,401166,25,401166
"1133",3035289799,8.96326065," 2014-Jun-05 04:56:48",208.308697,"mhs_random_1",95,1,687582,25,687582
"1134",3036700457,9.15190506," 2014-Jun-04 12:04:12",26.299021,"mhs_stride_8",45,1,451474,25,451474
"1135",3041460923,9.25405312," 2014-Jun-04 19:31:18",196.784264,"mhs_random_1",69,1,550644,25,550644
"1136",3048082702,9.11033344," 2014-Jun-04 13:04:13",34.007439,"mhs_stride_7",49,1,585895,25,585895
"1137",3061949248,8.79619884," 2014-Jun-04 06:52:34",49.144266,"mhs_stride_7",32,1,762661,25,762661
"1138",3067602203,9.35296822," 2014-Jun-03 20:31:39",41.916448,"mhs_random_5",1,1,625172,25,625172
"1139",3068938766,8.77051926," 2014-Jun-05 02:38:13",28.684409,"mhs_random_3",88,1,356413,25,356413
"1140",3070807679,8.67440128," 2014-Jun-04 00:42:05",25.897109,"mhs_stride_3",13,1,324657,25,324657
"1141",3073315322,8.88408375," 2014-Jun-04 01:18:38",15.9023,"mhs_stride_2",16,1,217908,25,217908
"1142",3074768773,8.54617405," 2014-Jun-04 07:46:12",41.167744,"mhs_random_6",34,1,742377,25,742377
"1143",3082302309,8.66373158," 2014-Jun-04 03:56:28",31.721422,"mhs_random_5",24,1,507907,25,507907
"1144",3083340876,9.44686317," 2014-Jun-04 13:27:25",42.926045,"mhs_stride_5",51,1,596905,25,596905
"1145",3089423038,9.44686317," 2014-Jun-04 13:18:21",34.778479,"mhs_random_5",51,1,596905,25,596905
"1146",3093757829,8.7671442," 2014-Jun-04 19:07:46",46.352089,"mhs_random_7",68,1,684521,25,684521
"1147",3098826579,9.04508018," 2014-Jun-05 01:37:36",54.079417,"mhs_random_5",85,1,731614,25,731614
"1148",3100194258,8.54617405," 2014-Jun-04 07:43:07",77.925819,"mhs_random_3",34,1,742377,25,742377
"1149",3105570006,9.34871864," 2014-Jun-03 23:43:01",18.220406,"mhs_random_4",11,1,383521,25,383521
"1150",3107739105,8.76125622," 2014-Jun-04 00:51:59",114.002075,"mhs_stride_1",14,1,529894,25,529894
"1151",3112748952,9.14146233," 2014-Jun-04 03:11:37",18.33032,"mhs_random_8",22,1,446754,25,446754
"1152",3113046480,9.15190506," 2014-Jun-04 11:58:46",152.573664,"mhs_stride_1",45,1,451474,25,451474
"1153",3114189598,8.61337471," 2014-Jun-05 01:14:38",66.949786,"mhs_random_2",84,1,590083,25,590083
"1154",3114566316,9.16362476," 2014-Jun-04 21:31:57",34.533486,"mhs_random_6",73,1,592748,25,592748
"1155",3115114861,8.61337471," 2014-Jun-05 01:15:34",46.733676,"mhs_random_3",84,1,590083,25,590083
"1156",3121035146,8.88408375," 2014-Jun-04 01:17:28",6.374592,"mhs_random_7",16,1,217908,25,217908
"1157",3121490449,9.2562151," 2014-Jun-04 15:45:47",18.568935,"mhs_random_8",59,1,408996,25,408996
"1158",3123039736,9.57004929," 2014-Jun-04 05:24:58",78.551984,"mhs_random_1",29,1,376815,25,376815
"1159",3123699380,8.56705379," 2014-Jun-04 12:08:36",42.13326,"mhs_random_3",46,1,435659,25,435659
"1160",3128803385,8.84429646," 2014-Jun-05 06:20:38",38.743855,"mhs_stride_6",99,1,511144,25,511144
"1161",3135879754,8.81549644," 2014-Jun-04 08:07:25",24.814391,"mhs_random_5",35,1,534635,25,534635
"1162",3138814119,8.83272457," 2014-Jun-04 01:51:40",27.421457,"mhs_stride_7",18,1,461718,25,461718
"1163",3145283466,9.2834444," 2014-Jun-05 00:39:02",30.726966,"mhs_stride_8",81,1,537968,25,537968
"1164",3150842011,9.17742825," 2014-Jun-04 17:37:14",86.170174,"mhs_stride_4",64,1,774274,25,774274
"1165",3152597434,9.10761166," 2014-Jun-04 20:36:15",62.890612,"mhs_random_8",71,1,834368,25,834368
"1166",3163828354,9.44048119," 2014-Jun-04 13:11:01",13.889364,"mhs_stride_6",50,1,262590,25,262590
"1167",3164646765,8.98309326," 2014-Jun-05 05:41:48",59.485186,"mhs_stride_2",97,1,479344,25,479344
"1168",3164877468,9.2542572," 2014-Jun-04 04:39:50",37.379995,"mhs_stride_8",26,1,505889,25,505889
"1169",3168146060,8.97651958," 2014-Jun-04 16:49:41",281.330812,"mhs_random_1",63,1,678059,25,678059
"1170",3169184016,8.65659142," 2014-Jun-04 23:31:44",182.658608,"mhs_random_1",78,1,538690,25,538690
"1171",3171684250,9.11711407," 2014-Jun-04 15:13:05",47.984722,"mhs_stride_7",56,1,660263,25,660263
"1172",3173312746,9.45782852," 2014-Jun-05 03:50:28",26.769516,"mhs_random_5",91,1,550842,25,550842
"1173",3174064733,9.10761166," 2014-Jun-04 20:29:54",110.769146,"mhs_random_4",71,1,834368,25,834368
"1174",3175725258,8.85536957," 2014-Jun-05 04:21:35",20.819175,"mhs_random_7",93,1,499051,25,499051
"1175",3175966227,9.94060421," 2014-Jun-04 08:22:20",90.98537,"mhs_stride_1",36,1,337059,25,337059
"1176",3177230116,8.88408375," 2014-Jun-04 01:16:43",13.50867,"mhs_random_3",16,1,217908,25,217908
"1177",3177987663,8.88657284," 2014-Jun-05 02:12:51",41.141066,"mhs_stride_6",86,1,484330,25,484330
"1178",3183459242,9.12482071," 2014-Jun-04 02:07:06",80.010279,"mhs_random_5",19,1,778756,25,778756
"1179",3183714377,8.95815086," 2014-Jun-05 06:28:27",32.353385,"mhs_random_5",100,1,581301,25,581301
"1180",3183959869,8.91667747," 2014-Jun-04 14:18:29",341.441937,"mhs_stride_1",53,1,649041,25,649041
"1181",3185928925,8.72023678," 2014-Jun-04 15:16:40",153.499044,"mhs_random_1",57,1,479866,25,479866
"1182",3187809344,9.16188335," 2014-Jun-04 22:46:24",105.192357,"mhs_stride_5",75,1,890541,25,890541
"1183",3193077733,8.78033924," 2014-Jun-03 20:51:13",119.353213,"mhs_random_2",2,1,608283,25,608283
"1184",3197203535,8.49604034," 2014-Jun-05 03:38:00",20.721851,"mhs_random_5",90,1,474913,25,474913
"1185",3198843773,9.94060421," 2014-Jun-04 08:17:03",98.510178,"mhs_random_1",36,1,337059,25,337059
"1186",3208736727,9.2235775," 2014-Jun-04 03:23:04",276.346016,"mhs_random_1",23,1,682286,25,682286
"1187",3209327258,9.2562151," 2014-Jun-04 15:44:56",22.518699,"mhs_random_6",59,1,408996,25,408996
"1188",3210041392,8.56705379," 2014-Jun-04 12:11:08",16.745143,"mhs_random_8",46,1,435659,25,435659
"1189",3210516671,8.78033924," 2014-Jun-03 20:54:11",60.522819,"mhs_random_4",2,1,608283,25,608283
"1190",3212478738,9.44686317," 2014-Jun-04 13:24:23",74.463626,"mhs_stride_2",51,1,596905,25,596905
"1191",3213816091,9.15190506," 2014-Jun-04 11:52:36",57.44991,"mhs_random_2",45,1,451474,25,451474
"1192",3219169352,8.83272457," 2014-Jun-04 01:51:05",36.70967,"mhs_stride_6",18,1,461718,25,461718
"1193",3220460435,9.09310913," 2014-Jun-04 03:02:22",50.214766,"mhs_stride_4",21,1,634590,25,634590
"1194",3221833396,9.16188335," 2014-Jun-04 22:24:58",72.572889,"mhs_random_5",75,1,890541,25,890541
"1195",3226211867,9.45782852," 2014-Jun-05 03:59:23",28.307663,"mhs_stride_7",91,1,550842,25,550842
"1196",3227524419,8.83272457," 2014-Jun-04 01:40:53",68.110484,"mhs_random_2",18,1,461718,25,461718
"1197",3228150829,8.54638481," 2014-Jun-03 23:16:07",45.80981,"mhs_random_3",9,1,559196,25,559196
"1198",3229273430,9.12977886," 2014-Jun-04 08:54:30",55.109448,"mhs_stride_7",37,1,824072,25,824072
"1199",3231932462,9.0121336," 2014-Jun-04 02:38:57",17.253379,"mhs_random_8",20,1,577826,25,577826
"1200",3231983733,8.65659142," 2014-Jun-04 23:39:06",134.292599,"mhs_stride_1",78,1,538690,25,538690
"1201",3234415400,9.11033344," 2014-Jun-04 12:50:10",158.455274,"mhs_random_1",49,1,585895,25,585895
"1202",3244947419,8.77051926," 2014-Jun-05 02:41:56",99.749954,"mhs_stride_1",88,1,356413,25,356413
"1203",3246789610,9.2834444," 2014-Jun-05 00:24:16",161.996468,"mhs_random_1",81,1,537968,25,537968
"1204",3249445048,8.93784618," 2014-Jun-05 00:00:01",40.847999,"mhs_stride_5",79,1,491268,25,491268
"1205",3249675489,9.45782852," 2014-Jun-05 03:54:11",119.388059,"mhs_stride_1",91,1,550842,25,550842
"1206",3251924026,9.10761166," 2014-Jun-04 20:50:26",280.91838,"mhs_stride_2",71,1,834368,25,834368
"1207",3255843514,9.16362476," 2014-Jun-04 21:41:49",51.521565,"mhs_stride_5",73,1,592748,25,592748
"1208",3259879897,8.82302094," 2014-Jun-04 23:01:21",27.567896,"mhs_random_8",76,1,584144,25,584144
"1209",3259893304,8.91667747," 2014-Jun-04 14:27:40",60.809109,"mhs_stride_6",53,1,649041,25,649041
"1210",3260847734,8.77051926," 2014-Jun-05 02:43:25",31.533539,"mhs_stride_3",88,1,356413,25,356413
"1211",3263012287,8.91667747," 2014-Jun-04 14:26:29",75.288452,"mhs_stride_5",53,1,649041,25,649041
"1212",3266038621,8.61337471," 2014-Jun-05 01:27:33",27.714715,"mhs_stride_8",84,1,590083,25,590083
"1213",3267811944,8.91906929," 2014-Jun-05 00:51:17",41.069697,"mhs_random_6",82,1,666719,25,666719
"1214",3272216410,8.86229515," 2014-Jun-04 22:07:48",45.511541,"mhs_stride_7",74,1,544772,25,544772
"1215",3272220008,9.16362476," 2014-Jun-04 21:36:14",162.329963,"mhs_stride_1",73,1,592748,25,592748
"1216",3273996430,9.12094116," 2014-Jun-04 04:47:23",82.449649,"mhs_random_3",27,1,643398,25,643398
"1217",3274196014,9.06096363," 2014-Jun-04 18:50:50",37.278681,"mhs_stride_6",67,1,632622,25,632622
"1218",3276090633,9.11711407," 2014-Jun-04 15:11:05",47.477879,"mhs_stride_5",56,1,660263,25,660263
"1219",3276174292,8.61337471," 2014-Jun-05 01:22:51",71.958433,"mhs_stride_2",84,1,590083,25,590083
"1220",3276957419,8.48554707," 2014-Jun-04 01:26:49",28.075494,"mhs_random_6",17,1,509815,25,509815
"1221",3279163869,9.12094116," 2014-Jun-04 04:50:29",41.642629,"mhs_random_6",27,1,643398,25,643398
"1222",3279643212,8.72876167," 2014-Jun-05 00:06:21",76.803629,"mhs_random_2",80,1,587974,25,587974
"1223",3283268898,8.71692181," 2014-Jun-05 02:20:23",49.063402,"mhs_random_3",87,1,535626,25,535626
"1224",3284569136,8.86229515," 2014-Jun-04 22:04:49",57.873912,"mhs_stride_4",74,1,544772,25,544772
"1225",3293777743,9.12709236," 2014-Jun-04 18:17:53",43.73327,"mhs_random_8",66,1,891314,25,891314
"1226",3295035562,8.95815086," 2014-Jun-05 06:24:37",151.945721,"mhs_random_1",100,1,581301,25,581301
"1227",3298332048,9.38650227," 2014-Jun-04 12:34:57",63.03072,"mhs_random_2",48,1,534874,25,534874
"1228",3302931039,8.77051926," 2014-Jun-05 02:45:44",18.093245,"mhs_stride_8",88,1,356413,25,356413
"1229",3305170603,9.35296822," 2014-Jun-03 20:38:56",98.628805,"mhs_stride_2",1,1,625172,25,625172
"1230",3305302672,9.0360918," 2014-Jun-04 13:54:09",83.106203,"mhs_stride_4",52,1,676854,25,676854
"1231",3306348465,8.6921711," 2014-Jun-04 05:09:48",71.544031,"mhs_random_2",28,1,685972,25,685972
"1232",3306980502,8.84429646," 2014-Jun-05 06:12:54",21.410059,"mhs_random_8",99,1,511144,25,511144
"1233",3307865100,9.12709236," 2014-Jun-04 18:13:31",74.791987,"mhs_random_4",66,1,891314,25,891314
"1234",3307894214,8.77051926," 2014-Jun-05 02:42:48",46.956702,"mhs_stride_2",88,1,356413,25,356413
"1235",3307979718,8.91906929," 2014-Jun-05 00:59:54",119.218651,"mhs_stride_2",82,1,666719,25,666719
"1236",3321332621,8.4618206," 2014-Jun-04 16:11:40",38.373235,"mhs_stride_7",60,1,548546,25,548546
"1237",3321992636,9.2562151," 2014-Jun-04 15:49:43",80.708792,"mhs_stride_2",59,1,408996,25,408996
"1238",3325515341,8.96326065," 2014-Jun-05 05:15:58",41.761399,"mhs_stride_8",95,1,687582,25,687582
"1239",3329567687,8.71692181," 2014-Jun-05 02:24:05",27.342986,"mhs_random_7",87,1,535626,25,535626
"1240",3329964694,8.81549644," 2014-Jun-04 08:08:46",15.895249,"mhs_random_8",35,1,534635,25,534635
"1241",3336512285,8.86229515," 2014-Jun-04 21:55:31",34.478147,"mhs_random_7",74,1,544772,25,544772
"1242",3337919059,8.7671442," 2014-Jun-04 19:03:17",104.229995,"mhs_random_3",68,1,684521,25,684521
"1243",3340862635,8.91906929," 2014-Jun-05 00:50:25",47.92499,"mhs_random_5",82,1,666719,25,666719
"1244",3341966624,9.14146233," 2014-Jun-04 03:11:11",17.872987,"mhs_random_7",22,1,446754,25,446754
"1245",3343725694,9.11033344," 2014-Jun-04 12:59:43",77.821365,"mhs_stride_2",49,1,585895,25,585895
"1246",3345921459,9.4477911," 2014-Jun-04 15:35:18",32.338711,"mhs_stride_2",58,1,378621,25,378621
"1247",3350077824,8.49604034," 2014-Jun-05 03:41:42",48.459445,"mhs_stride_2",90,1,474913,25,474913
"1248",3352416464,9.00514317," 2014-Jun-04 17:45:22",162.247914,"mhs_random_1",65,1,566331,25,566331
"1249",3357431545,8.69487953," 2014-Jun-04 16:21:34",46.836607,"mhs_stride_3",61,1,368848,25,368848
"1250",3359623724,9.35296822," 2014-Jun-03 20:42:24",44.979333,"mhs_stride_5",1,1,625172,25,625172
"1251",3361002249,8.65659142," 2014-Jun-04 23:36:16",24.081934,"mhs_random_7",78,1,538690,25,538690
"1252",3363629377,8.79619884," 2014-Jun-04 06:33:39",116.260754,"mhs_random_2",32,1,762661,25,762661
"1253",3363844770,8.81803322," 2014-Jun-04 06:14:32",45.395731,"mhs_random_4",31,1,563059,25,563059
"1254",3364113438,9.12482071," 2014-Jun-04 02:09:24",52.826035,"mhs_random_7",19,1,778756,25,778756
"1255",3369445553,9.15190506," 2014-Jun-04 12:03:04",29.558156,"mhs_stride_6",45,1,451474,25,451474
"1256",3370377347,8.74178219," 2014-Jun-05 03:05:14",78.309419,"mhs_random_5",89,1,799404,25,799404
"1257",3376747093,9.01583481," 2014-Jun-04 01:13:08",35.686057,"mhs_stride_5",15,1,577525,25,577525
"1258",3390180813,8.95815086," 2014-Jun-05 06:35:02",49.329486,"mhs_stride_3",100,1,581301,25,581301
"1259",3393657764,8.48554707," 2014-Jun-04 01:30:20",148.02297,"mhs_stride_1",17,1,509815,25,509815
"1260",3393778697,9.09310913," 2014-Jun-04 02:55:38",22.767718,"mhs_random_8",21,1,634590,25,634590
"1261",3396801750,8.65659142," 2014-Jun-04 23:33:51",42.878152,"mhs_random_3",78,1,538690,25,538690
"1262",3400363254,8.82302094," 2014-Jun-04 23:00:05",35.027859,"mhs_random_6",76,1,584144,25,584144
"1263",3401751648,9.65465832," 2014-Jun-05 05:51:02",48.717671,"mhs_random_3",98,1,583572,25,583572
"1264",3402385633,9.44048119," 2014-Jun-04 13:09:37",25.258961,"mhs_stride_2",50,1,262590,25,262590
"1265",3402698106,9.2834444," 2014-Jun-05 00:27:47",27.777927,"mhs_random_5",81,1,537968,25,537968
"1266",3404812203,8.89754868," 2014-Jun-05 05:31:56",28.064026,"mhs_stride_8",96,1,555444,25,555444
"1267",3405538160,8.86029053," 2014-Jun-04 07:06:51",100.745827,"mhs_random_3",33,1,646814,25,646814
"1268",3406463212,9.00514317," 2014-Jun-04 18:02:25",44.769986,"mhs_stride_8",65,1,566331,25,566331
"1269",3410924362,9.12366676," 2014-Jun-04 09:59:48",351.20257,"mhs_random_1",42,1,712309,25,712309
"1270",3412849115,9.35296822," 2014-Jun-03 20:33:08",31.7927,"mhs_random_7",1,1,625172,25,625172
"1271",3412895284,9.25405312," 2014-Jun-04 19:44:30",64.790826,"mhs_stride_3",69,1,550644,25,550644
"1272",3417634851,8.95815086," 2014-Jun-05 06:27:00",47.793826,"mhs_random_3",100,1,581301,25,581301
"1273",3419808168,9.10761166," 2014-Jun-04 20:45:31",542.57996,"mhs_stride_1",71,1,834368,25,834368
"1274",3421408820,8.81803322," 2014-Jun-04 06:16:32",27.376469,"mhs_random_7",31,1,563059,25,563059
"1275",3424427835,9.2834444," 2014-Jun-05 00:34:06",86.862108,"mhs_stride_2",81,1,537968,25,537968
"1276",3425384683,9.14146233," 2014-Jun-04 03:16:41",30.003879,"mhs_stride_5",22,1,446754,25,446754
"1277",3430009827,8.83272457," 2014-Jun-04 01:48:02",64.25797,"mhs_stride_2",18,1,461718,25,461718
"1278",3430423844,8.76125622," 2014-Jun-04 00:47:18",36.330541,"mhs_random_3",14,1,529894,25,529894
"1279",3434197961,9.44686317," 2014-Jun-04 13:15:37",73.756489,"mhs_random_2",51,1,596905,25,596905
"1280",3437209722,8.49604034," 2014-Jun-05 03:36:16",42.687677,"mhs_random_2",90,1,474913,25,474913
"1281",3437819757,9.17742825," 2014-Jun-04 17:21:18",87.977914,"mhs_random_3",64,1,774274,25,774274
"1282",3440040989,8.58397198," 2014-Jun-03 21:51:38",35.887155,"mhs_random_4",5,1,552285,25,552285
"1283",3440178908,8.91949749," 2014-Jun-04 23:14:17",132.459091,"mhs_random_1",77,1,473129,25,473129
"1284",3444623009,9.01583481," 2014-Jun-04 01:04:35",28.20605,"mhs_random_6",15,1,577525,25,577525
"1285",3448735310,9.55056858," 2014-Jun-04 11:06:43",134.453437,"mhs_random_4",44,1,1093233,25,1093233
"1286",3462726374,8.89754868," 2014-Jun-05 05:31:19",28.541136,"mhs_stride_7",96,1,555444,25,555444
"1287",3472812874,9.09310913," 2014-Jun-04 02:55:06",29.236909,"mhs_random_7",21,1,634590,25,634590
"1288",3478403488,8.98281097," 2014-Jun-04 14:44:34",21.074028,"mhs_random_5",55,1,448958,25,448958
"1289",3485305318,9.44048119," 2014-Jun-04 13:10:03",20.681268,"mhs_stride_3",50,1,262590,25,262590
"1290",3486337222,9.09310913," 2014-Jun-04 03:03:23",49.668642,"mhs_stride_5",21,1,634590,25,634590
"1291",3487911493,9.11466789," 2014-Jun-05 04:02:28",137.668317,"mhs_random_1",92,1,538519,25,538519
"1292",3492670184,9.09310913," 2014-Jun-04 03:01:22",63.066724,"mhs_stride_3",21,1,634590,25,634590
"1293",3494230955,9.11711407," 2014-Jun-04 14:55:44",171.212434,"mhs_random_1",56,1,660263,25,660263
"1294",3494571516,8.67734051," 2014-Jun-05 04:38:13",49.751362,"mhs_random_4",94,1,605983,25,605983
"1295",3496474298,8.86229515," 2014-Jun-04 21:56:07",27.659822,"mhs_random_8",74,1,544772,25,544772
"1296",3496552326,9.12709236," 2014-Jun-04 18:12:02",105.871949,"mhs_random_3",66,1,891314,25,891314
"1297",3498513357,9.0360918," 2014-Jun-04 13:36:48",117.388999,"mhs_random_2",52,1,676854,25,676854
"1298",3504128422,9.06096363," 2014-Jun-04 18:52:22",32.783591,"mhs_stride_8",67,1,632622,25,632622
"1299",3505617774,8.98281097," 2014-Jun-04 14:45:24",16.212638,"mhs_random_7",55,1,448958,25,448958
"1300",3505917671,8.79912758," 2014-Jun-04 14:33:51",15.346566,"mhs_random_6",54,1,401166,25,401166
"1301",3506155970,9.15190506," 2014-Jun-04 11:55:10",26.091973,"mhs_random_6",45,1,451474,25,451474
"1302",3508149945,8.72023678," 2014-Jun-04 15:29:24",25.194522,"mhs_stride_8",57,1,479866,25,479866
"1303",3508735543,9.55056858," 2014-Jun-04 11:41:51",157.535657,"mhs_stride_5",44,1,1093233,25,1093233
"1304",3509720310,8.69487953," 2014-Jun-04 16:16:18",23.78595,"mhs_random_4",61,1,368848,25,368848
"1305",3509736856,8.84429646," 2014-Jun-05 06:11:22",28.760269,"mhs_random_5",99,1,511144,25,511144
"1306",3510609320,8.77051926," 2014-Jun-05 02:39:06",16.539218,"mhs_random_5",88,1,356413,25,356413
"1307",3512714272,9.03636074," 2014-Jun-04 05:50:41",46.753585,"mhs_random_7",30,1,693887,25,693887
"1308",3512999493,8.76125622," 2014-Jun-04 00:53:10",63.348469,"mhs_stride_2",14,1,529894,25,529894
"1309",3514163637,9.10761166," 2014-Jun-04 20:33:34",83.087172,"mhs_random_6",71,1,834368,25,834368
"1310",3516188033,8.7671442," 2014-Jun-04 19:08:36",38.873156,"mhs_random_8",68,1,684521,25,684521
"1311",3517031843,8.76125622," 2014-Jun-04 00:45:31",97.988109,"mhs_random_1",14,1,529894,25,529894
"1312",3519497369,9.04508018," 2014-Jun-05 01:31:26",224.089836,"mhs_random_1",85,1,731614,25,731614
"1313",3524454629,8.56705379," 2014-Jun-04 12:15:26",50.31585,"mhs_stride_3",46,1,435659,25,435659
"1314",3530136574,9.10761166," 2014-Jun-04 20:31:56",107.103456,"mhs_random_5",71,1,834368,25,834368
"1315",3532078713,9.0360918," 2014-Jun-04 13:51:01",123.52018,"mhs_stride_2",52,1,676854,25,676854
"1316",3532305073,9.47279644," 2014-Jun-03 22:18:38",47.530735,"mhs_random_4",7,1,676356,25,676356
"1317",3534067458,8.61904144," 2014-Jun-03 21:45:18",39.168283,"mhs_stride_8",4,1,629903,25,629903
"1318",3536503910,9.09310913," 2014-Jun-04 02:53:02",42.39263,"mhs_random_4",21,1,634590,25,634590
"1319",3540150362,9.05385685," 2014-Jun-04 09:00:02",9.632826,"mhs_stride_7",38,1,219638,25,219638
