"","avg_card","date","duration","generator","iteration","perc_minimal","size","r"
"182",44.7180018095768,"2014-May-25 22:40:40",30016212,"Opts 1-2",35,0.986567371937639,57472,5
"183",42,"2014-May-25 22:43:33",30000969,"Opt 1",38,1,46,5
"184",486.023255813953,"2014-May-25 22:43:40",30000607,"Baseline",38,0,43,5
"185",43.9957094788192,"2014-May-25 22:41:05",30003498,"Opts 1-3",36,0.989729197584378,68057,5
"186",42,"2014-May-25 22:44:10",30006926,"Heuristic",39,1,47,5
"187",43.9957352339779,"2014-May-25 22:41:25",30003538,"Opts 1-2",36,0.989732429748204,68468,5
"188",42,"2014-May-25 22:44:41",30001080,"Opt 1",39,1,47,5
"189",500.114285714286,"2014-May-25 22:44:49",30000884,"Baseline",39,0,35,5
"190",43.9297035654402,"2014-May-25 22:42:46",30006733,"Opts 1-3",38,0.951216425701541,63218,5
"191",41.9622641509434,"2014-May-25 22:45:19",30000940,"Heuristic",40,1,53,5
"192",43.9313381641766,"2014-May-25 22:43:08",30003763,"Opts 1-2",38,0.952258084452204,64723,5
"193",41.9622641509434,"2014-May-25 22:45:49",30005130,"Opt 1",40,1,53,5
"194",513.782608695652,"2014-May-25 22:46:01",30000524,"Baseline",40,0,46,5
"195",43.0029020129034,"2014-May-25 22:41:59",30008431,"Opts 1-3",37,0.980182195940547,118883,5
"196",42.8446870208147,"2014-May-25 22:44:04",30003580,"Opts 1-3",39,0.997221673979383,65867,5
"197",43.0098895775213,"2014-May-25 22:42:12",30000262,"Opts 1-2",37,0.980220844957485,119722,5
"198",42,"2014-May-25 22:46:31",30001738,"Heuristic",41,1,57,5
"199",42.8472199405606,"2014-May-25 22:44:30",30003936,"Opts 1-2",39,0.997266984273959,66959,5
"200",42,"2014-May-25 22:46:50",30001821,"Opt 1",41,1,57,5
"201",520.928571428571,"2014-May-25 22:46:58",30005301,"Baseline",41,0,42,5
"202",42.9772727272727,"2014-May-25 22:47:17",30001324,"Heuristic",42,1,44,5
"203",42.9772727272727,"2014-May-25 22:47:28",30002840,"Opt 1",42,1,44,5
"204",545.764705882353,"2014-May-25 22:47:47",30000990,"Baseline",42,0,51,5
"205",42.937874925015,"2014-May-25 22:45:11",30007763,"Opts 1-3",40,0.991426714657069,80016,5
"206",44,"2014-May-25 22:48:18",30000611,"Heuristic",43,1,44,5
"207",42.9377644790545,"2014-May-25 22:45:36",30008196,"Opts 1-2",40,0.991411473070085,79874,5
"208",43.6595581562725,"2014-May-25 22:46:19",30004095,"Opts 1-3",41,0.997637450323873,63914,5
"209",44,"2014-May-25 22:48:48",30011527,"Opt 1",43,1,44,5
"210",561.916666666667,"2014-May-25 22:48:51",30000564,"Baseline",43,0,36,5
"211",43.6341303470541,"2014-May-25 22:46:47",30001840,"Opts 1-2",41,0.997561877858488,59472,5
"212",43.9189155808065,"2014-May-25 22:47:02",30003749,"Opts 1-3",42,0.98168961897116,64772,5
"213",485.083333333333,"2014-May-25 22:49:18",30000610,"Baseline",44,0,48,5
"214",42.96,"2014-May-25 22:49:21",30000844,"Opt 1",44,1,50,5
"215",43.9207759491952,"2014-May-25 22:47:20",30000388,"Opts 1-2",42,0.981415835759432,66293,5
"216",42.96,"2014-May-25 22:49:47",30001706,"Heuristic",44,1,50,5
"217",44,"2014-May-25 22:49:51",30001081,"Heuristic",45,0.976744186046512,43,5
"218",44,"2014-May-25 22:50:17",30006949,"Opt 1",45,0.976744186046512,43,5
"219",560.705882352941,"2014-May-25 22:50:21",30001236,"Baseline",45,0,51,5
"220",41,"2014-May-25 22:50:51",30004000,"Heuristic",46,1,44,5
"221",43.9331623553305,"2014-May-25 22:49:18",30006900,"Opts 1-2",44,0.983974066889719,76813,5
"222",44.9981309946805,"2014-May-25 22:47:59",30005231,"Opts 1-3",43,0.979327979625788,97378,5
"223",43.9331179489852,"2014-May-25 22:49:30",30003650,"Opts 1-3",44,0.983963419400224,76762,5
"224",42.6576519750848,"2014-May-25 22:50:48",30004726,"Opts 1-3",46,0.985512102814791,50732,5
"225",44.9981004467081,"2014-May-25 22:48:25",30002365,"Opts 1-2",43,0.9791675364255,95812,5
"226",44.9922214596202,"2014-May-25 22:49:49",30019072,"Opts 1-3",45,0.983249991829264,61194,5
"227",41,"2014-May-25 22:52:18",30000534,"Opt 1",46,1,44,5
"228",535.605263157895,"2014-May-25 22:52:23",30000520,"Baseline",46,0,38,5
"229",44.9922687110187,"2014-May-25 22:50:12",30003054,"Opts 1-2",45,0.983351741164241,61568,5
"230",42.6182269799749,"2014-May-25 22:51:22",30001522,"Opts 1-2",46,0.984393203349966,45493,5
"231",41,"2014-May-25 22:52:40",30000672,"Heuristic",47,1,41,5
"232",41,"2014-May-25 22:52:47",30004164,"Opt 1",47,1,41,5
"233",541.777777777778,"2014-May-25 22:52:48",30000722,"Baseline",47,0,45,5
"234",41.9791666666667,"2014-May-25 22:52:58",30000948,"Heuristic",48,1,48,5
"235",41.9791666666667,"2014-May-25 22:53:10",30000996,"Opt 1",48,1,48,5
"236",517.860465116279,"2014-May-25 22:53:17",30000623,"Baseline",48,0,43,5
"237",41.975,"2014-May-25 22:53:29",30000736,"Heuristic",49,1,40,5
"238",41.975,"2014-May-25 22:53:47",30000941,"Opt 1",49,1,40,5
"239",486.789473684211,"2014-May-25 22:53:59",30000597,"Baseline",49,0,38,5
"240",42.5327251270879,"2014-May-25 22:52:53",30007175,"Opts 1-3",48,0.988857116920842,44064,5
"241",42.9777777777778,"2014-May-25 22:54:29",30003714,"Heuristic",50,1,45,5
"242",42.5243924974591,"2014-May-25 22:53:07",30000582,"Opts 1-2",48,0.989674766700545,43292,5
"243",42.9777777777778,"2014-May-25 22:54:59",30001216,"Opt 1",50,1,45,5
"244",523.318181818182,"2014-May-25 22:55:01",30000554,"Baseline",50,0,44,5
"245",42.02472292124,"2014-May-25 22:52:45",30044458,"Opts 1-2",47,0.994337955774482,74708,5
"246",42.0414161480877,"2014-May-25 22:52:39",30005831,"Opts 1-3",47,0.99413227380968,76009,5
"247",42.5679062169693,"2014-May-25 22:53:18",30003895,"Opts 1-3",49,0.972922071682521,52035,5
"248",42.9583333333333,"2014-May-25 22:55:32",30004095,"Heuristic",51,1,48,5
"249",42.9583333333333,"2014-May-25 22:55:37",30000697,"Opt 1",51,1,48,5
