"","avg_card","date","duration","generator","iteration","perc_minimal","size","r","MN"
"1",6,"2014-May-25 21:52:22",131,"Opts 1-3",1,1,1,5,10
"2",6,"2014-May-25 21:52:22",411,"Opts 1-2",1,1,1,5,10
"3",6,"2014-May-25 21:52:22",1395,"Opt 1",1,1,1,5,10
"4",4,"2014-May-25 21:52:22",46,"Opts 1-2",2,1,1,5,10
"5",4,"2014-May-25 21:52:22",32,"Opts 1-3",2,1,1,5,10
"6",4,"2014-May-25 21:52:22",1265,"Opt 1",2,1,1,5,10
"7",7,"2014-May-25 21:52:22",2020,"Opt 1",3,1,1,5,10
"8",7,"2014-May-25 21:52:22",420,"Opts 1-2",3,1,1,5,10
"9",7,"2014-May-25 21:52:22",42,"Opts 1-3",3,1,1,5,10
"10",5,"2014-May-25 21:52:22",47,"Opts 1-3",4,1,1,5,10
"11",5,"2014-May-25 21:52:22",187,"Opts 1-2",4,1,1,5,10
"12",4,"2014-May-25 21:52:26",4202195,"Heuristic",2,1,1,5,10
"13",5,"2014-May-25 21:52:26",649,"Opt 1",4,1,1,5,10
"14",6,"2014-May-25 21:52:26",22,"Opts 1-3",5,1,1,5,10
"15",5,"2014-May-25 21:52:27",4565824,"Heuristic",4,1,1,5,10
"16",6,"2014-May-25 21:52:27",105,"Opts 1-2",5,1,1,5,10
"17",6,"2014-May-25 21:52:27",670,"Opt 1",5,1,1,5,10
"18",6,"2014-May-25 21:52:27",5011963,"Heuristic",1,1,1,5,10
"19",6,"2014-May-25 21:52:27",25,"Opts 1-3",6,1,2,5,10
"20",7,"2014-May-25 21:52:28",5576435,"Heuristic",3,1,1,5,10
"21",6,"2014-May-25 21:52:28",101,"Opts 1-2",6,1,2,5,10
"22",6,"2014-May-25 21:52:28",640,"Opt 1",6,1,2,5,10
"23",6,"2014-May-25 21:52:31",4955866,"Heuristic",5,1,1,5,10
"24",6,"2014-May-25 21:52:31",22,"Opts 1-3",7,1,1,5,10
"25",6,"2014-May-25 21:52:31",4292830,"Heuristic",6,1,2,5,10
"26",6,"2014-May-25 21:52:31",79,"Opts 1-2",7,1,1,5,10
"27",6,"2014-May-25 21:52:31",683,"Opt 1",7,1,1,5,10
"28",6,"2014-May-25 21:52:36",4855716,"Heuristic",7,1,1,5,10
"29",4,"2014-May-25 21:52:36",22,"Opts 1-3",8,1,1,5,10
"30",4,"2014-May-25 21:52:40",3914978,"Heuristic",8,1,1,5,10
"31",4,"2014-May-25 21:52:40",41,"Opts 1-2",8,1,1,5,10
"32",4,"2014-May-25 21:52:40",956,"Opt 1",8,1,1,5,10
"33",4,"2014-May-25 21:52:42",19395949,"Baseline",2,1,1,5,10
"34",6,"2014-May-25 21:52:42",23,"Opts 1-3",9,1,1,5,10
"35",5,"2014-May-25 21:52:44",22181984,"Baseline",4,1,1,5,10
"36",6,"2014-May-25 21:52:44",82,"Opts 1-2",9,1,1,5,10
"37",6,"2014-May-25 21:52:44",1004,"Opt 1",9,1,1,5,10
"38",6,"2014-May-25 21:52:46",4898433,"Heuristic",9,1,1,5,10
"39",6,"2014-May-25 21:52:46",18,"Opts 1-3",10,1,1,5,10
"40",6,"2014-May-25 21:52:47",24713776,"Baseline",1,1,1,5,10
"41",6,"2014-May-25 21:52:47",55,"Opts 1-2",10,1,1,5,10
"42",6,"2014-May-25 21:52:47",653,"Opt 1",10,1,1,5,10
"43",7,"2014-May-25 21:52:49",26813916,"Baseline",3,1,1,5,10
"44",6,"2014-May-25 21:52:49",25,"Opts 1-3",11,1,1,5,10
"45",6,"2014-May-25 21:52:50",22320719,"Baseline",6,1,2,5,10
"46",6,"2014-May-25 21:52:50",57,"Opts 1-2",11,1,1,5,10
"47",6,"2014-May-25 21:52:50",681,"Opt 1",11,1,1,5,10
"48",6,"2014-May-25 21:52:51",4799585,"Heuristic",10,1,1,5,10
"49",5,"2014-May-25 21:52:51",21,"Opts 1-3",12,1,1,5,10
"50",6,"2014-May-25 21:52:51",24612769,"Baseline",5,1,1,5,10
"51",5,"2014-May-25 21:52:51",110,"Opts 1-2",12,1,1,5,10
"52",5,"2014-May-25 21:52:51",627,"Opt 1",12,1,1,5,10
"53",6,"2014-May-25 21:52:54",4970073,"Heuristic",11,1,1,5,10
"54",6,"2014-May-25 21:52:54",22,"Opts 1-3",13,1,1,5,10
"55",5,"2014-May-25 21:52:56",4286653,"Heuristic",12,1,1,5,10
"56",6,"2014-May-25 21:52:56",87,"Opts 1-2",13,1,1,5,10
"57",6,"2014-May-25 21:52:56",1036,"Opt 1",13,1,1,5,10
"58",6,"2014-May-25 21:52:56",24436535,"Baseline",7,1,1,5,10
"59",5,"2014-May-25 21:52:56",25,"Opts 1-3",14,1,2,5,10
"60",6,"2014-May-25 21:52:59",4887219,"Heuristic",13,1,1,5,10
"61",5,"2014-May-25 21:52:59",64,"Opts 1-2",14,1,2,5,10
"62",5,"2014-May-25 21:52:59",662,"Opt 1",14,1,2,5,10
"63",4,"2014-May-25 21:52:59",19174355,"Baseline",8,1,1,5,10
"64",5,"2014-May-25 21:52:59",16,"Opts 1-3",15,1,1,5,10
"65",5,"2014-May-25 21:53:00",3738517,"Heuristic",14,1,2,5,10
"66",5,"2014-May-25 21:53:00",44,"Opts 1-2",15,1,1,5,10
"67",5,"2014-May-25 21:53:00",631,"Opt 1",15,1,1,5,10
"68",5,"2014-May-25 21:53:04",4074580,"Heuristic",15,1,1,5,10
"69",4,"2014-May-25 21:53:04",18,"Opts 1-3",16,1,1,5,10
"70",4,"2014-May-25 21:53:07",3671620,"Heuristic",16,1,1,5,10
"71",4,"2014-May-25 21:53:07",38,"Opts 1-2",16,1,1,5,10
"72",4,"2014-May-25 21:53:07",624,"Opt 1",16,1,1,5,10
"73",6,"2014-May-25 21:53:09",24463365,"Baseline",9,1,1,5,10
"74",4,"2014-May-25 21:53:09",16,"Opts 1-3",17,1,1,5,10
"75",6,"2014-May-25 21:53:11",24494328,"Baseline",10,1,1,5,10
"76",4,"2014-May-25 21:53:11",176,"Opts 1-2",17,1,1,5,10
"77",4,"2014-May-25 21:53:11",608,"Opt 1",17,1,1,5,10
"78",4,"2014-May-25 21:53:13",3578771,"Heuristic",17,1,1,5,10
"79",6,"2014-May-25 21:53:13",20,"Opts 1-3",18,1,1,5,10
"80",5,"2014-May-25 21:53:14",22046252,"Baseline",12,1,1,5,10
"81",6,"2014-May-25 21:53:14",59,"Opts 1-2",18,1,1,5,10
"82",6,"2014-May-25 21:53:14",693,"Opt 1",18,1,1,5,10
"83",6,"2014-May-25 21:53:15",24535365,"Baseline",11,1,1,5,10
"84",7,"2014-May-25 21:53:15",32,"Opts 1-3",19,1,2,5,10
"85",6,"2014-May-25 21:53:18",5038307,"Heuristic",18,1,1,5,10
"86",7,"2014-May-25 21:53:18",168,"Opts 1-2",19,1,2,5,10
"87",7,"2014-May-25 21:53:18",676,"Opt 1",19,1,2,5,10
"88",5,"2014-May-25 21:53:18",19451464,"Baseline",14,1,2,5,10
"89",5,"2014-May-25 21:53:18",20,"Opts 1-3",20,1,2,5,10
"90",7,"2014-May-25 21:53:20",4807635,"Heuristic",19,1,2,5,10
"91",5,"2014-May-25 21:53:20",75,"Opts 1-2",20,1,2,5,10
"92",5,"2014-May-25 21:53:20",943,"Opt 1",20,1,2,5,10
"93",6,"2014-May-25 21:53:20",24548844,"Baseline",13,1,1,5,10
"94",5,"2014-May-25 21:53:20",18,"Opts 1-3",21,1,1,5,10
"95",5,"2014-May-25 21:53:22",21742404,"Baseline",15,1,1,5,10
"96",5,"2014-May-25 21:53:22",103,"Opts 1-2",21,1,1,5,10
"97",5,"2014-May-25 21:53:22",645,"Opt 1",21,1,1,5,10
"98",5,"2014-May-25 21:53:22",3846965,"Heuristic",20,1,2,5,10
"99",8,"2014-May-25 21:53:22",30,"Opts 1-3",22,1,1,5,10
"100",5,"2014-May-25 21:53:25",4306467,"Heuristic",21,1,1,5,10
"101",8,"2014-May-25 21:53:25",197,"Opts 1-2",22,1,1,5,10
"102",8,"2014-May-25 21:53:25",700,"Opt 1",22,1,1,5,10
"103",4,"2014-May-25 21:53:26",18926273,"Baseline",16,1,1,5,10
"104",4,"2014-May-25 21:53:26",20,"Opts 1-3",23,1,1,5,10
"105",8,"2014-May-25 21:53:28",5564034,"Heuristic",22,1,1,5,10
"106",4,"2014-May-25 21:53:28",60,"Opts 1-2",23,1,1,5,10
"107",4,"2014-May-25 21:53:28",627,"Opt 1",23,1,1,5,10
"108",4,"2014-May-25 21:53:30",3783891,"Heuristic",23,1,1,5,10
"109",8,"2014-May-25 21:53:30",25,"Opts 1-3",24,1,1,5,10
"110",4,"2014-May-25 21:53:30",18928667,"Baseline",17,1,1,5,10
"111",8,"2014-May-25 21:53:30",193,"Opts 1-2",24,1,1,5,10
"112",8,"2014-May-25 21:53:30",1009,"Opt 1",24,1,1,5,10
"113",8,"2014-May-25 21:53:36",5616599,"Heuristic",24,1,1,5,10
"114",7,"2014-May-25 21:53:36",21,"Opts 1-3",25,1,1,5,10
"115",6,"2014-May-25 21:53:38",24649457,"Baseline",18,1,1,5,10
"116",7,"2014-May-25 21:53:38",149,"Opts 1-2",25,1,1,5,10
"117",7,"2014-May-25 21:53:38",690,"Opt 1",25,1,1,5,10
"118",5,"2014-May-25 21:53:39",19527179,"Baseline",20,1,2,5,10
"119",4,"2014-May-25 21:53:39",17,"Opts 1-3",26,1,1,5,10
"120",7,"2014-May-25 21:53:41",5278985,"Heuristic",25,1,1,5,10
"121",4,"2014-May-25 21:53:41",57,"Opts 1-2",26,1,1,5,10
"122",4,"2014-May-25 21:53:41",921,"Opt 1",26,1,1,5,10
"123",7,"2014-May-25 21:53:42",24721389,"Baseline",19,1,2,5,10
"124",6,"2014-May-25 21:53:42",22,"Opts 1-3",27,1,1,5,10
"125",4,"2014-May-25 21:53:43",3812899,"Heuristic",26,1,1,5,10
"126",6,"2014-May-25 21:53:43",147,"Opts 1-2",27,1,1,5,10
"127",6,"2014-May-25 21:53:43",1002,"Opt 1",27,1,1,5,10
"128",5,"2014-May-25 21:53:44",21962594,"Baseline",21,1,1,5,10
"129",6,"2014-May-25 21:53:44",19,"Opts 1-3",28,1,1,5,10
"130",4,"2014-May-25 21:53:47",19069471,"Baseline",23,1,1,5,10
"131",6,"2014-May-25 21:53:47",88,"Opts 1-2",28,1,1,5,10
"132",6,"2014-May-25 21:53:47",658,"Opt 1",28,1,1,5,10
"133",6,"2014-May-25 21:53:47",4728891,"Heuristic",27,1,1,5,10
"134",4,"2014-May-25 21:53:47",18,"Opts 1-3",29,1,1,5,10
"135",6,"2014-May-25 21:53:48",4692426,"Heuristic",28,1,1,5,10
"136",4,"2014-May-25 21:53:48",28,"Opts 1-2",29,1,1,5,10
"137",4,"2014-May-25 21:53:48",649,"Opt 1",29,1,1,5,10
"138",4,"2014-May-25 21:53:51",3950641,"Heuristic",29,1,1,5,10
"139",4,"2014-May-25 21:53:51",19,"Opts 1-3",30,1,1,5,10
"140",8,"2014-May-25 21:53:53",28278958,"Baseline",22,1,1,5,10
"141",4,"2014-May-25 21:53:53",37,"Opts 1-2",30,1,1,5,10
"142",4,"2014-May-25 21:53:53",633,"Opt 1",30,1,1,5,10
"143",4,"2014-May-25 21:53:55",3800121,"Heuristic",30,1,1,5,10
"144",5,"2014-May-25 21:53:55",24,"Opts 1-3",31,1,1,5,10
"145",8,"2014-May-25 21:53:59",28204523,"Baseline",24,1,1,5,10
"146",5,"2014-May-25 21:53:59",67,"Opts 1-2",31,1,1,5,10
"147",5,"2014-May-25 21:53:59",962,"Opt 1",31,1,1,5,10
"148",5,"2014-May-25 21:54:00",4521501,"Heuristic",31,1,1,5,10
"149",6,"2014-May-25 21:54:00",23,"Opts 1-3",32,1,1,5,10
"150",4,"2014-May-25 21:54:00",19057999,"Baseline",26,1,1,5,10
"151",6,"2014-May-25 21:54:00",81,"Opts 1-2",32,1,1,5,10
"152",6,"2014-May-25 21:54:00",999,"Opt 1",32,1,1,5,10
"153",6,"2014-May-25 21:54:05",4824759,"Heuristic",32,1,1,5,10
"154",6,"2014-May-25 21:54:05",22,"Opts 1-3",33,1,1,5,10
"155",7,"2014-May-25 21:54:05",26655889,"Baseline",25,1,1,5,10
"156",6,"2014-May-25 21:54:05",83,"Opts 1-2",33,1,1,5,10
"157",6,"2014-May-25 21:54:05",968,"Opt 1",33,1,1,5,10
"158",4,"2014-May-25 21:54:08",19180837,"Baseline",29,1,1,5,10
"159",6,"2014-May-25 21:54:08",24499559,"Baseline",27,1,1,5,10
"160",8,"2014-May-25 21:54:08",29,"Opts 1-3",34,1,1,5,10
"161",8,"2014-May-25 21:54:08",188,"Opts 1-2",34,1,1,5,10
"162",8,"2014-May-25 21:54:08",726,"Opt 1",34,1,1,5,10
"163",6,"2014-May-25 21:54:10",4910063,"Heuristic",33,1,1,5,10
"164",7,"2014-May-25 21:54:10",22,"Opts 1-3",35,1,1,5,10
"165",6,"2014-May-25 21:54:12",24444811,"Baseline",28,1,1,5,10
"166",7,"2014-May-25 21:54:12",108,"Opts 1-2",35,1,1,5,10
"167",7,"2014-May-25 21:54:12",1333,"Opt 1",35,1,1,5,10
"168",4,"2014-May-25 21:54:12",19071165,"Baseline",30,1,1,5,10
"169",5,"2014-May-25 21:54:12",22,"Opts 1-3",36,1,1,5,10
"170",8,"2014-May-25 21:54:13",5476101,"Heuristic",34,1,1,5,10
"171",5,"2014-May-25 21:54:13",66,"Opts 1-2",36,1,1,5,10
"172",5,"2014-May-25 21:54:13",665,"Opt 1",36,1,1,5,10
"173",7,"2014-May-25 21:54:14",4906577,"Heuristic",35,1,1,5,10
"174",6,"2014-May-25 21:54:15",21,"Opts 1-3",37,1,1,5,10
"175",5,"2014-May-25 21:54:16",4245987,"Heuristic",36,1,1,5,10
"176",6,"2014-May-25 21:54:16",96,"Opts 1-2",37,1,1,5,10
"177",6,"2014-May-25 21:54:16",681,"Opt 1",37,1,1,5,10
"178",6,"2014-May-25 21:54:19",4761863,"Heuristic",37,1,1,5,10
"179",6,"2014-May-25 21:54:20",21,"Opts 1-3",38,1,1,5,10
"180",5,"2014-May-25 21:54:21",22163373,"Baseline",31,1,1,5,10
"181",6,"2014-May-25 21:54:21",84,"Opts 1-2",38,1,1,5,10
"182",6,"2014-May-25 21:54:21",684,"Opt 1",38,1,1,5,10
"183",6,"2014-May-25 21:54:25",4980748,"Heuristic",38,1,1,5,10
"184",6,"2014-May-25 21:54:25",24,"Opts 1-3",39,1,1,5,10
"185",6,"2014-May-25 21:54:25",24428710,"Baseline",32,1,1,5,10
"186",6,"2014-May-25 21:54:25",198,"Opts 1-2",39,1,1,5,10
"187",6,"2014-May-25 21:54:25",695,"Opt 1",39,1,1,5,10
"188",6,"2014-May-25 21:54:29",4574429,"Heuristic",39,1,1,5,10
"189",6,"2014-May-25 21:54:29",23,"Opts 1-3",40,1,1,5,10
"190",6,"2014-May-25 21:54:30",24526006,"Baseline",33,1,1,5,10
"191",6,"2014-May-25 21:54:30",78,"Opts 1-2",40,1,1,5,10
"192",6,"2014-May-25 21:54:30",663,"Opt 1",40,1,1,5,10
"193",6,"2014-May-25 21:54:34",4791517,"Heuristic",40,1,1,5,10
"194",6,"2014-May-25 21:54:34",21,"Opts 1-3",41,1,1,5,10
"195",5,"2014-May-25 21:54:35",21973334,"Baseline",36,1,1,5,10
"196",6,"2014-May-25 21:54:35",117,"Opts 1-2",41,1,1,5,10
"197",6,"2014-May-25 21:54:35",679,"Opt 1",41,1,1,5,10
"198",8,"2014-May-25 21:54:36",28169911,"Baseline",34,1,1,5,10
"199",8,"2014-May-25 21:54:36",36,"Opts 1-3",42,1,1,5,10
"200",7,"2014-May-25 21:54:38",26250687,"Baseline",35,1,1,5,10
"201",8,"2014-May-25 21:54:38",206,"Opts 1-2",42,1,1,5,10
"202",8,"2014-May-25 21:54:38",1060,"Opt 1",42,1,1,5,10
"203",6,"2014-May-25 21:54:39",4849455,"Heuristic",41,1,1,5,10
"204",6,"2014-May-25 21:54:39",27,"Opts 1-3",43,1,2,5,10
"205",6,"2014-May-25 21:54:41",24421451,"Baseline",37,1,1,5,10
"206",6,"2014-May-25 21:54:41",158,"Opts 1-2",43,1,2,5,10
"207",6,"2014-May-25 21:54:41",664,"Opt 1",43,1,2,5,10
"208",8,"2014-May-25 21:54:42",5640016,"Heuristic",42,1,1,5,10
"209",8,"2014-May-25 21:54:42",45,"Opts 1-3",44,1,4,5,10
"210",6,"2014-May-25 21:54:43",4537220,"Heuristic",43,1,2,5,10
"211",8,"2014-May-25 21:54:43",418,"Opts 1-2",44,1,4,5,10
"212",8,"2014-May-25 21:54:44",692,"Opt 1",44,1,4,5,10
"213",6,"2014-May-25 21:54:45",24535491,"Baseline",38,1,1,5,10
"214",4.5,"2014-May-25 21:54:46",30,"Opts 1-3",45,1,2,5,10
"215",8,"2014-May-25 21:54:47",4994139,"Heuristic",44,1,4,5,10
"216",4.5,"2014-May-25 21:54:47",86,"Opts 1-2",45,1,2,5,10
"217",4.5,"2014-May-25 21:54:47",904,"Opt 1",45,1,2,5,10
"218",4.5,"2014-May-25 21:54:49",3266078,"Heuristic",45,1,2,5,10
"219",6,"2014-May-25 21:54:49",39,"Opts 1-3",46,1,2,5,10
"220",6,"2014-May-25 21:54:49",24375241,"Baseline",39,1,1,5,10
"221",6,"2014-May-25 21:54:49",119,"Opts 1-2",46,1,2,5,10
"222",6,"2014-May-25 21:54:49",662,"Opt 1",46,1,2,5,10
"223",6,"2014-May-25 21:54:53",4435074,"Heuristic",46,1,2,5,10
"224",7,"2014-May-25 21:54:53",36,"Opts 1-3",47,1,4,5,10
"225",6,"2014-May-25 21:54:54",24503569,"Baseline",40,1,1,5,10
"226",7,"2014-May-25 21:54:54",384,"Opts 1-2",47,1,4,5,10
"227",7,"2014-May-25 21:54:54",1002,"Opt 1",47,1,4,5,10
"228",7,"2014-May-25 21:54:58",4314217,"Heuristic",47,1,4,5,10
"229",4,"2014-May-25 21:54:58",22,"Opts 1-3",48,1,1,5,10
"230",6,"2014-May-25 21:55:00",24429911,"Baseline",41,1,1,5,10
"231",4,"2014-May-25 21:55:00",36,"Opts 1-2",48,1,1,5,10
"232",4,"2014-May-25 21:55:00",615,"Opt 1",48,1,1,5,10
"233",4,"2014-May-25 21:55:02",3753036,"Heuristic",48,1,1,5,10
"234",8,"2014-May-25 21:55:02",36,"Opts 1-3",49,1,1,5,10
"235",4.5,"2014-May-25 21:55:03",16638106,"Baseline",45,1,2,5,10
"236",8,"2014-May-25 21:55:03",282,"Opts 1-2",49,1,1,5,10
"237",8,"2014-May-25 21:55:03",1053,"Opt 1",49,1,1,5,10
"238",6,"2014-May-25 21:55:03",22511898,"Baseline",43,1,2,5,10
"239",6,"2014-May-25 21:55:04",35,"Opts 1-3",50,1,2,5,10
"240",8,"2014-May-25 21:55:06",28315354,"Baseline",42,1,1,5,10
"241",6,"2014-May-25 21:55:06",144,"Opts 1-2",50,1,2,5,10
"242",6,"2014-May-25 21:55:06",661,"Opt 1",50,1,2,5,10
"243",8,"2014-May-25 21:55:07",5556181,"Heuristic",49,1,1,5,10
"244",6,"2014-May-25 21:55:07",27,"Opts 1-3",51,1,1,5,10
"245",6,"2014-May-25 21:55:08",4391152,"Heuristic",50,1,2,5,10
"246",6,"2014-May-25 21:55:08",91,"Opts 1-2",51,1,1,5,10
"247",6,"2014-May-25 21:55:08",998,"Opt 1",51,1,1,5,10
"248",8,"2014-May-25 21:55:09",25306386,"Baseline",44,1,4,5,10
"249",7,"2014-May-25 21:55:09",26,"Opts 1-3",52,1,1,5,10
"250",6,"2014-May-25 21:55:12",22446366,"Baseline",46,1,2,5,10
"251",7,"2014-May-25 21:55:12",196,"Opts 1-2",52,1,1,5,10
"252",7,"2014-May-25 21:55:12",1362,"Opt 1",52,1,1,5,10
"253",6,"2014-May-25 21:55:12",4798747,"Heuristic",51,1,1,5,10
"254",5,"2014-May-25 21:55:12",19,"Opts 1-3",53,1,2,5,10
"255",7,"2014-May-25 21:55:14",5310822,"Heuristic",52,1,1,5,10
"256",5,"2014-May-25 21:55:14",100,"Opts 1-2",53,1,2,5,10
"257",5,"2014-May-25 21:55:14",640,"Opt 1",53,1,2,5,10
"258",5,"2014-May-25 21:55:16",3861243,"Heuristic",53,1,2,5,10
"259",7,"2014-May-25 21:55:16",30,"Opts 1-3",54,1,1,5,10
"260",7,"2014-May-25 21:55:17",22817671,"Baseline",47,1,4,5,10
"261",7,"2014-May-25 21:55:17",146,"Opts 1-2",54,1,1,5,10
"262",7,"2014-May-25 21:55:17",1072,"Opt 1",54,1,1,5,10
"263",4,"2014-May-25 21:55:19",18968625,"Baseline",48,1,1,5,10
"264",7,"2014-May-25 21:55:19",22,"Opts 1-3",55,1,1,5,10
"265",7,"2014-May-25 21:55:21",5210448,"Heuristic",54,1,1,5,10
"266",7,"2014-May-25 21:55:21",156,"Opts 1-2",55,1,1,5,10
"267",7,"2014-May-25 21:55:21",687,"Opt 1",55,1,1,5,10
"268",7,"2014-May-25 21:55:24",5163145,"Heuristic",55,1,1,5,10
"269",6,"2014-May-25 21:55:24",26,"Opts 1-3",56,1,1,5,10
"270",6,"2014-May-25 21:55:29",22388090,"Baseline",50,1,2,5,10
"271",6,"2014-May-25 21:55:29",63,"Opts 1-2",56,1,1,5,10
"272",6,"2014-May-25 21:55:29",673,"Opt 1",56,1,1,5,10
"273",6,"2014-May-25 21:55:29",4895596,"Heuristic",56,1,1,5,10
"274",5,"2014-May-25 21:55:29",20,"Opts 1-3",57,1,1,5,10
"275",8,"2014-May-25 21:55:32",28186813,"Baseline",49,1,1,5,10
"276",5,"2014-May-25 21:55:32",60,"Opts 1-2",57,1,1,5,10
"277",5,"2014-May-25 21:55:32",648,"Opt 1",57,1,1,5,10
"278",6,"2014-May-25 21:55:32",24403122,"Baseline",51,1,1,5,10
"279",6,"2014-May-25 21:55:32",19,"Opts 1-3",58,1,1,5,10
"280",5,"2014-May-25 21:55:33",4394281,"Heuristic",57,1,1,5,10
"281",6,"2014-May-25 21:55:33",174,"Opts 1-2",58,1,1,5,10
"282",6,"2014-May-25 21:55:33",658,"Opt 1",58,1,1,5,10
"283",5,"2014-May-25 21:55:34",19659919,"Baseline",53,1,2,5,10
"284",7,"2014-May-25 21:55:34",32,"Opts 1-3",59,1,2,5,10
"285",6,"2014-May-25 21:55:37",4730479,"Heuristic",58,1,1,5,10
"286",7,"2014-May-25 21:55:37",213,"Opts 1-2",59,1,2,5,10
"287",7,"2014-May-25 21:55:37",999,"Opt 1",59,1,2,5,10
"288",7,"2014-May-25 21:55:39",26492268,"Baseline",52,1,1,5,10
"289",7,"2014-May-25 21:55:39",24,"Opts 1-3",60,1,1,5,10
"290",7,"2014-May-25 21:55:39",4787421,"Heuristic",59,1,2,5,10
"291",7,"2014-May-25 21:55:39",192,"Opts 1-2",60,1,1,5,10
"292",7,"2014-May-25 21:55:39",698,"Opt 1",60,1,1,5,10
"293",7,"2014-May-25 21:55:44",5242584,"Heuristic",60,1,1,5,10
"294",7,"2014-May-25 21:55:44",26514154,"Baseline",54,1,1,5,10
"295",5,"2014-May-25 21:55:44",18,"Opts 1-3",61,1,1,5,10
"296",5,"2014-May-25 21:55:44",59,"Opts 1-2",61,1,1,5,10
"297",7,"2014-May-25 21:55:48",26505004,"Baseline",55,1,1,5,10
"298",5,"2014-May-25 21:55:48",959,"Opt 1",61,1,1,5,10
"299",6,"2014-May-25 21:55:48",29,"Opts 1-3",62,1,1,5,10
"300",5,"2014-May-25 21:55:48",4358350,"Heuristic",61,1,1,5,10
"301",6,"2014-May-25 21:55:48",81,"Opts 1-2",62,1,1,5,10
"302",6,"2014-May-25 21:55:48",1019,"Opt 1",62,1,1,5,10
"303",6,"2014-May-25 21:55:53",4820001,"Heuristic",62,1,1,5,10
"304",8,"2014-May-25 21:55:53",26,"Opts 1-3",63,1,1,5,10
"305",6,"2014-May-25 21:55:53",24459843,"Baseline",56,1,1,5,10
"306",8,"2014-May-25 21:55:53",283,"Opts 1-2",63,1,1,5,10
"307",8,"2014-May-25 21:55:53",688,"Opt 1",63,1,1,5,10
"308",5,"2014-May-25 21:55:54",22177277,"Baseline",57,1,1,5,10
"309",6,"2014-May-25 21:55:54",25,"Opts 1-3",64,1,1,5,10
"310",6,"2014-May-25 21:55:58",24351752,"Baseline",58,1,1,5,10
"311",6,"2014-May-25 21:55:58",117,"Opts 1-2",64,1,1,5,10
"312",6,"2014-May-25 21:55:58",1257,"Opt 1",64,1,1,5,10
"313",8,"2014-May-25 21:55:59",5528894,"Heuristic",63,1,1,5,10
"314",7,"2014-May-25 21:55:59",21,"Opts 1-3",65,1,1,5,10
"315",6,"2014-May-25 21:55:59",4810402,"Heuristic",64,1,1,5,10
"316",7,"2014-May-25 21:55:59",155,"Opts 1-2",65,1,1,5,10
"317",7,"2014-May-25 21:55:59",676,"Opt 1",65,1,1,5,10
"318",7,"2014-May-25 21:56:02",24783155,"Baseline",59,1,2,5,10
"319",7,"2014-May-25 21:56:02",45,"Opts 1-3",66,1,2,5,10
"320",7,"2014-May-25 21:56:04",5184449,"Heuristic",65,1,1,5,10
"321",7,"2014-May-25 21:56:04",147,"Opts 1-2",66,1,2,5,10
"322",7,"2014-May-25 21:56:04",698,"Opt 1",66,1,2,5,10
"323",7,"2014-May-25 21:56:06",26503891,"Baseline",60,1,1,5,10
"324",6,"2014-May-25 21:56:06",24,"Opts 1-3",67,1,1,5,10
"325",5,"2014-May-25 21:56:06",21975292,"Baseline",61,1,1,5,10
"326",6,"2014-May-25 21:56:06",82,"Opts 1-2",67,1,1,5,10
"327",6,"2014-May-25 21:56:06",670,"Opt 1",67,1,1,5,10
"328",7,"2014-May-25 21:56:07",4849374,"Heuristic",66,1,2,5,10
"329",6,"2014-May-25 21:56:07",35,"Opts 1-3",68,1,1,5,10
"330",6,"2014-May-25 21:56:11",4960167,"Heuristic",67,1,1,5,10
"331",6,"2014-May-25 21:56:11",186,"Opts 1-2",68,1,1,5,10
"332",6,"2014-May-25 21:56:11",671,"Opt 1",68,1,1,5,10
"333",6,"2014-May-25 21:56:12",4684915,"Heuristic",68,1,1,5,10
"334",6,"2014-May-25 21:56:12",30,"Opts 1-3",69,1,1,5,10
"335",6,"2014-May-25 21:56:13",24429923,"Baseline",62,1,1,5,10
"336",6,"2014-May-25 21:56:13",71,"Opts 1-2",69,1,1,5,10
"337",6,"2014-May-25 21:56:13",979,"Opt 1",69,1,1,5,10
"338",6,"2014-May-25 21:56:17",4924020,"Heuristic",69,1,1,5,10
"339",6,"2014-May-25 21:56:17",33,"Opts 1-3",70,1,2,5,10
"340",6,"2014-May-25 21:56:21",4181999,"Heuristic",70,1,2,5,10
"341",6,"2014-May-25 21:56:21",141,"Opts 1-2",70,1,2,5,10
"342",6,"2014-May-25 21:56:21",658,"Opt 1",70,1,2,5,10
"343",8,"2014-May-25 21:56:22",28084383,"Baseline",63,1,1,5,10
"344",5,"2014-May-25 21:56:22",23,"Opts 1-3",71,1,1,5,10
"345",6,"2014-May-25 21:56:22",24489737,"Baseline",64,1,1,5,10
"346",5,"2014-May-25 21:56:22",37,"Opts 1-2",71,1,1,5,10
"347",5,"2014-May-25 21:56:23",958,"Opt 1",71,1,1,5,10
"348",7,"2014-May-25 21:56:25",26528911,"Baseline",65,1,1,5,10
"349",5,"2014-May-25 21:56:25",25,"Opts 1-3",72,1,2,5,10
"350",5,"2014-May-25 21:56:26",4466373,"Heuristic",71,1,1,5,10
"351",5,"2014-May-25 21:56:26",90,"Opts 1-2",72,1,2,5,10
"352",5,"2014-May-25 21:56:26",650,"Opt 1",72,1,2,5,10
"353",7,"2014-May-25 21:56:29",24768245,"Baseline",66,1,2,5,10
