"","avg_card","date","duration","generator","iteration","perc_minimal","size","r","MN"
"11933",5.768192048012,"2014-May-26 05:26:28",1646515,"Opt 1",10,1,5332,35,25
"11934",6.06023688663283,"2014-May-26 05:26:28",28684,"Opts 1-3",14,1,2955,35,25
"11935",5.8804929086259,"2014-May-26 05:26:28",2144332,"Opt 1",9,1,4301,35,25
"11936",6.06023688663283,"2014-May-26 05:26:28",72504,"Opts 1-2",14,1,2955,35,25
"11937",5.79267202859696,"2014-May-26 05:26:28",35699,"Opts 1-3",15,1,3357,35,25
"11938",5.79267202859696,"2014-May-26 05:26:28",58578,"Opts 1-2",15,1,3357,35,25
"11939",5.81532416502947,"2014-May-26 05:26:28",4088425,"Opt 1",7,1,2036,35,25
"11940",6.02505854800937,"2014-May-26 05:26:28",54479,"Opts 1-3",16,1,4270,35,25
"11941",6.02505854800937,"2014-May-26 05:26:28",80957,"Opts 1-2",16,1,4270,35,25
"11942",6.08079313406333,"2014-May-26 05:26:28",4607482,"Opt 1",5,1,3379,35,25
"11943",5.40319091400757,"2014-May-26 05:26:28",1356932,"Opt 1",12,1,3698,35,25
"11944",6.19520983467571,"2014-May-26 05:26:29",50628,"Opts 1-3",17,1,4718,35,25
"11945",6.19520983467571,"2014-May-26 05:26:29",83577,"Opts 1-2",17,1,4718,35,25
"11946",5.82297254654465,"2014-May-26 05:26:29",34861,"Opts 1-3",18,1,3169,35,25
"11947",5.82297254654465,"2014-May-26 05:26:29",55841,"Opts 1-2",18,1,3169,35,25
"11948",5.41195418754474,"2014-May-26 05:26:29",30763,"Opts 1-3",19,1,2794,35,25
"11949",5.51308581862447,"2014-May-26 05:26:29",1597644,"Opt 1",13,1,3286,35,25
"11950",5.41195418754474,"2014-May-26 05:26:29",43692,"Opts 1-2",19,1,2794,35,25
"11951",5.81302170283806,"2014-May-26 05:26:29",57118,"Opts 1-3",20,1,4792,35,25
"11952",6.22732524552282,"2014-May-26 05:26:30",3945067,"Opt 1",11,1,3462,35,25
"11953",5.81302170283806,"2014-May-26 05:26:30",81206,"Opts 1-2",20,1,4792,35,25
"11954",6.07223543400713,"2014-May-26 05:26:31",40647,"Opts 1-3",21,1,3364,35,25
"11955",6.06023688663283,"2014-May-26 05:26:31",2858197,"Opt 1",14,1,2955,35,25
"11956",6.07223543400713,"2014-May-26 05:26:31",66947,"Opts 1-2",21,1,3364,35,25
"11957",5.8921875,"2014-May-26 05:26:31",20056,"Opts 1-3",22,1,1280,35,25
"11958",5.82297254654465,"2014-May-26 05:26:31",2130748,"Opt 1",18,1,3169,35,25
"11959",5.8921875,"2014-May-26 05:26:31",68244,"Opts 1-2",22,1,1280,35,25
"11960",6.04345403899721,"2014-May-26 05:26:31",53403,"Opts 1-3",23,1,3590,35,25
"11961",5.41195418754474,"2014-May-26 05:26:31",2232296,"Opt 1",19,1,2794,35,25
"11962",6.19520983467571,"2014-May-26 05:26:31",2605272,"Opt 1",17,1,4718,35,25
"11963",6.04345403899721,"2014-May-26 05:26:31",86088,"Opts 1-2",23,1,3590,35,25
"11964",5.81302170283806,"2014-May-26 05:26:31",1980567,"Opt 1",20,1,4792,35,25
"11965",5.73537305421363,"2014-May-26 05:26:31",55683,"Opts 1-3",24,1,3726,35,25
"11966",5.79267202859696,"2014-May-26 05:26:31",3386299,"Opt 1",15,1,3357,35,25
"11967",5.73537305421363,"2014-May-26 05:26:31",119820,"Opts 1-2",24,1,3726,35,25
"11968",6.50545759865659,"2014-May-26 05:26:31",56885,"Opts 1-3",25,1,3573,35,25
"11969",6.30437622468975,"2014-May-26 05:26:31",38039,"Opts 1-3",26,1,3062,35,25
"11970",6.50545759865659,"2014-May-26 05:26:31",96842,"Opts 1-2",25,1,3573,35,25
"11971",6.02505854800937,"2014-May-26 05:26:32",3335900,"Opt 1",16,1,4270,35,25
"11972",6.30437622468975,"2014-May-26 05:26:32",154189,"Opts 1-2",26,1,3062,35,25
"11973",6.10774710596616,"2014-May-26 05:26:32",76646,"Opts 1-3",27,1,4492,35,25
"11974",6.10774710596616,"2014-May-26 05:26:32",99976,"Opts 1-2",27,1,4492,35,25
"11975",5.82092793682132,"2014-May-26 05:26:32",99010,"Opts 1-3",28,1,5065,35,25
"11976",6.07223543400713,"2014-May-26 05:26:34",3244317,"Opt 1",21,1,3364,35,25
"11977",5.82092793682132,"2014-May-26 05:26:34",124470,"Opts 1-2",28,1,5065,35,25
"11978",5.73537305421363,"2014-May-26 05:26:34",2856467,"Opt 1",24,1,3726,35,25
"11979",6.01983663943991,"2014-May-26 05:26:34",53843,"Opts 1-3",29,1,3428,35,25
"11980",6.01983663943991,"2014-May-26 05:26:34",94751,"Opts 1-2",29,1,3428,35,25
"11981",5.8950907868191,"2014-May-26 05:26:34",9785,"Opts 1-3",30,1,1487,35,25
"11982",5.82092793682132,"2014-May-26 05:26:34",2310262,"Opt 1",28,1,5065,35,25
"11983",6.04345403899721,"2014-May-26 05:26:34",3481690,"Opt 1",23,1,3590,35,25
"11984",5.8950907868191,"2014-May-26 05:26:34",39451,"Opts 1-2",30,1,1487,35,25
"11985",5.94962216624685,"2014-May-26 05:26:35",52850,"Opts 1-3",31,1,4367,35,25
"11986",5.94962216624685,"2014-May-26 05:26:35",78837,"Opts 1-2",31,1,4367,35,25
"11987",6.08081486456235,"2014-May-26 05:26:35",65834,"Opts 1-3",32,1,4467,35,25
"11988",6.10774710596616,"2014-May-26 05:26:35",3748086,"Opt 1",27,1,4492,35,25
"11989",6.08081486456235,"2014-May-26 05:26:36",94843,"Opts 1-2",32,1,4467,35,25
"11990",5.90752688172043,"2014-May-26 05:26:36",32946,"Opts 1-3",33,1,2790,35,25
"11991",6.30437622468975,"2014-May-26 05:26:36",5009143,"Opt 1",26,1,3062,35,25
"11992",5.90752688172043,"2014-May-26 05:26:37",56292,"Opts 1-2",33,1,2790,35,25
"11993",5.912214842622,"2014-May-26 05:26:37",60948,"Opts 1-3",34,1,3463,35,25
"11994",5.94962216624685,"2014-May-26 05:26:37",2467157,"Opt 1",31,1,4367,35,25
"11995",6.01983663943991,"2014-May-26 05:26:37",3004819,"Opt 1",29,1,3428,35,25
"11996",5.912214842622,"2014-May-26 05:26:37",64943,"Opts 1-2",34,1,3463,35,25
"11997",5.98870292887029,"2014-May-26 05:26:37",97343,"Opts 1-3",35,1,4780,35,25
"11998",6.50545759865659,"2014-May-26 05:26:37",6014719,"Opt 1",25,1,3573,35,25
"11999",5.98870292887029,"2014-May-26 05:26:37",110489,"Opts 1-2",35,1,4780,35,25
"12000",5.59695403861844,"2014-May-26 05:26:37",52148,"Opts 1-3",36,1,3677,35,25
"12001",5.59695403861844,"2014-May-26 05:26:38",105356,"Opts 1-2",36,1,3677,35,25
"12002",6.08081486456235,"2014-May-26 05:26:38",2795905,"Opt 1",32,1,4467,35,25
"12003",5.82595027150614,"2014-May-26 05:26:38",41730,"Opts 1-3",37,1,3499,35,25
"12004",5.82595027150614,"2014-May-26 05:26:38",99693,"Opts 1-2",37,1,3499,35,25
"12005",6.19156451277789,"2014-May-26 05:26:38",68855,"Opts 1-3",38,1,4813,35,25
"12006",5.8921875,"2014-May-26 05:26:38",7420830,"Opt 1",22,1,1280,35,25
"12007",6.19156451277789,"2014-May-26 05:26:38",100091,"Opts 1-2",38,1,4813,35,25
"12008",5.90911609864228,"2014-May-26 05:26:38",55849,"Opts 1-3",39,1,3609,35,25
"12009",5.59695403861844,"2014-May-26 05:26:39",1635586,"Opt 1",36,1,3677,35,25
"12010",5.90911609864228,"2014-May-26 05:26:39",61033,"Opts 1-2",39,1,3609,35,25
"12011",6.45175338070135,"2014-May-26 05:26:39",73101,"Opts 1-3",40,1,4363,35,25
"12012",5.912214842622,"2014-May-26 05:26:39",2750224,"Opt 1",34,1,3463,35,25
"12013",5.98870292887029,"2014-May-26 05:26:40",2387592,"Opt 1",35,1,4780,35,25
"12014",5.8950907868191,"2014-May-26 05:26:40",5358790,"Opt 1",30,1,1487,35,25
"12015",6.45175338070135,"2014-May-26 05:26:40",146198,"Opts 1-2",40,1,4363,35,25
"12016",5.56012861736334,"2014-May-26 05:26:40",89367,"Opts 1-3",41,1,4665,35,25
"12017",5.56012861736334,"2014-May-26 05:26:40",88291,"Opts 1-2",41,1,4665,35,25
"12018",5.55617044825678,"2014-May-26 05:26:40",34761,"Opts 1-3",42,1,3614,35,25
"12019",5.90752688172043,"2014-May-26 05:26:40",4181139,"Opt 1",33,1,2790,35,25
"12020",5.55617044825678,"2014-May-26 05:26:40",81761,"Opts 1-2",42,1,3614,35,25
"12021",6.07288629737609,"2014-May-26 05:26:40",45116,"Opts 1-3",43,1,3430,35,25
"12022",5.90911609864228,"2014-May-26 05:26:40",1666267,"Opt 1",39,1,3609,35,25
"12023",6.07288629737609,"2014-May-26 05:26:40",99235,"Opts 1-2",43,1,3430,35,25
"12024",5.82595027150614,"2014-May-26 05:26:40",2595292,"Opt 1",37,1,3499,35,25
"12025",5.96911286576869,"2014-May-26 05:26:40",65977,"Opts 1-3",44,1,4306,35,25
"12026",5.96911286576869,"2014-May-26 05:26:40",125693,"Opts 1-2",44,1,4306,35,25
"12027",5.93726552730304,"2014-May-26 05:26:41",67538,"Opts 1-3",45,1,4798,35,25
"12028",5.93726552730304,"2014-May-26 05:26:41",88174,"Opts 1-2",45,1,4798,35,25
"12029",6.15290519877676,"2014-May-26 05:26:41",77984,"Opts 1-3",46,1,4251,35,25
"12030",6.19156451277789,"2014-May-26 05:26:41",2801364,"Opt 1",38,1,4813,35,25
"12031",6.15290519877676,"2014-May-26 05:26:41",109187,"Opts 1-2",46,1,4251,35,25
"12032",5.56012861736334,"2014-May-26 05:26:41",1457256,"Opt 1",41,1,4665,35,25
"12033",5.73772791023843,"2014-May-26 05:26:41",63572,"Opts 1-3",47,1,4278,35,25
"12034",5.73772791023843,"2014-May-26 05:26:41",81517,"Opts 1-2",47,1,4278,35,25
"12035",5.6756204379562,"2014-May-26 05:26:41",36465,"Opts 1-3",48,1,3425,35,25
"12036",5.55617044825678,"2014-May-26 05:26:41",1597250,"Opt 1",42,1,3614,35,25
"12037",5.6756204379562,"2014-May-26 05:26:42",55661,"Opts 1-2",48,1,3425,35,25
"12038",5.67735936773594,"2014-May-26 05:26:42",20071,"Opts 1-3",49,1,2151,35,25
"12039",5.93726552730304,"2014-May-26 05:26:43",2213622,"Opt 1",45,1,4798,35,25
"12040",5.67735936773594,"2014-May-26 05:26:43",41648,"Opts 1-2",49,1,2151,35,25
"12041",5.96911286576869,"2014-May-26 05:26:43",2560779,"Opt 1",44,1,4306,35,25
"12042",5.95314823996034,"2014-May-26 05:26:43",66059,"Opts 1-3",50,1,4034,35,25
"12043",5.95314823996034,"2014-May-26 05:26:43",114885,"Opts 1-2",50,1,4034,35,25
"12044",5.73772791023843,"2014-May-26 05:26:43",1917461,"Opt 1",47,1,4278,35,25
"12045",5.61812117843246,"2014-May-26 05:26:43",59945,"Opts 1-3",51,1,3598,35,25
"12046",5.61812117843246,"2014-May-26 05:26:43",61303,"Opts 1-2",51,1,3598,35,25
"12047",6.07288629737609,"2014-May-26 05:26:43",3419071,"Opt 1",43,1,3430,35,25
"12048",6.11413562559694,"2014-May-26 05:26:44",105045,"Opts 1-3",52,1,4188,35,25
"12049",6.11413562559694,"2014-May-26 05:26:44",101553,"Opts 1-2",52,1,4188,35,25
"12050",5.6756204379562,"2014-May-26 05:26:44",2309973,"Opt 1",48,1,3425,35,25
"12051",5.83350542075374,"2014-May-26 05:26:44",73545,"Opts 1-3",53,1,3874,35,25
"12052",5.83350542075374,"2014-May-26 05:26:44",95293,"Opts 1-2",53,1,3874,35,25
"12053",5.83950617283951,"2014-May-26 05:26:44",32009,"Opts 1-3",54,1,2754,35,25
"12054",6.45175338070135,"2014-May-26 05:26:44",4979031,"Opt 1",40,1,4363,35,25
"12055",5.83950617283951,"2014-May-26 05:26:45",49901,"Opts 1-2",54,1,2754,35,25
"12056",5.54453849254333,"2014-May-26 05:26:45",25918,"Opts 1-3",55,1,2481,35,25
"12057",6.15290519877676,"2014-May-26 05:26:45",3788472,"Opt 1",46,1,4251,35,25
"12058",5.54453849254333,"2014-May-26 05:26:45",44798,"Opts 1-2",55,1,2481,35,25
"12059",6.05655794587092,"2014-May-26 05:26:45",31168,"Opts 1-3",56,1,2882,35,25
"12060",5.67735936773594,"2014-May-26 05:26:45",3312801,"Opt 1",49,1,2151,35,25
"12061",6.05655794587092,"2014-May-26 05:26:45",56441,"Opts 1-2",56,1,2882,35,25
"12062",6.12029288702929,"2014-May-26 05:26:45",50173,"Opts 1-3",57,1,3824,35,25
"12063",5.61812117843246,"2014-May-26 05:26:45",2011908,"Opt 1",51,1,3598,35,25
"12064",6.12029288702929,"2014-May-26 05:26:45",79168,"Opts 1-2",57,1,3824,35,25
"12065",5.74881861141403,"2014-May-26 05:26:46",34837,"Opts 1-3",58,1,2751,35,25
"12066",5.95314823996034,"2014-May-26 05:26:46",2928524,"Opt 1",50,1,4034,35,25
"12067",5.74881861141403,"2014-May-26 05:26:46",58415,"Opts 1-2",58,1,2751,35,25
"12068",5.8275101140125,"2014-May-26 05:26:46",29821,"Opts 1-3",59,1,2719,35,25
"12069",5.83950617283951,"2014-May-26 05:26:47",2614687,"Opt 1",54,1,2754,35,25
"12070",5.8275101140125,"2014-May-26 05:26:47",50799,"Opts 1-2",59,1,2719,35,25
"12071",5.83350542075374,"2014-May-26 05:26:47",3042715,"Opt 1",53,1,3874,35,25
"12072",5.9755658436214,"2014-May-26 05:26:47",72227,"Opts 1-3",60,1,3888,35,25
"12073",5.54453849254333,"2014-May-26 05:26:47",2343173,"Opt 1",55,1,2481,35,25
"12074",6.35146743020759,"2014-May-26 05:26:47",21448,"Opts 1-3",61,1,1397,35,25
"12075",5.9755658436214,"2014-May-26 05:26:47",94451,"Opts 1-2",60,1,3888,35,25
"12076",6.35146743020759,"2014-May-26 05:26:47",73996,"Opts 1-2",61,1,1397,35,25
"12077",5.39438596491228,"2014-May-26 05:26:47",51959,"Opts 1-3",62,1,4275,35,25
"12078",6.11413562559694,"2014-May-26 05:26:48",4066604,"Opt 1",52,1,4188,35,25
"12079",5.39438596491228,"2014-May-26 05:26:48",66076,"Opts 1-2",62,1,4275,35,25
"12080",6.30525054901178,"2014-May-26 05:26:48",73127,"Opts 1-3",63,1,5009,35,25
"12081",5.39438596491228,"2014-May-26 05:26:48",981061,"Opt 1",62,1,4275,35,25
"12082",6.30525054901178,"2014-May-26 05:26:49",117326,"Opts 1-2",63,1,5009,35,25
"12083",6.24904839586732,"2014-May-26 05:26:49",45633,"Opts 1-3",64,1,3678,35,25
"12084",6.05655794587092,"2014-May-26 05:26:49",3832104,"Opt 1",56,1,2882,35,25
"12085",6.24904839586732,"2014-May-26 05:26:49",80942,"Opts 1-2",64,1,3678,35,25
"12086",6.12029288702929,"2014-May-26 05:26:49",3670042,"Opt 1",57,1,3824,35,25
"12087",6.12629213483146,"2014-May-26 05:26:49",22412,"Opts 1-3",65,1,2225,35,25
"12088",5.74881861141403,"2014-May-26 05:26:49",3176801,"Opt 1",58,1,2751,35,25
"12089",6.12629213483146,"2014-May-26 05:26:49",52996,"Opts 1-2",65,1,2225,35,25
"12090",5.93443419135503,"2014-May-26 05:26:49",19243,"Opts 1-3",66,1,2059,35,25
"12091",5.93443419135503,"2014-May-26 05:26:49",73845,"Opts 1-2",66,1,2059,35,25
"12092",5.79985192497532,"2014-May-26 05:26:49",54771,"Opts 1-3",67,1,4052,35,25
"12093",5.8275101140125,"2014-May-26 05:26:49",3229955,"Opt 1",59,1,2719,35,25
"12094",5.79985192497532,"2014-May-26 05:26:49",100324,"Opts 1-2",67,1,4052,35,25
"12095",6.03662790697674,"2014-May-26 05:26:50",88306,"Opts 1-3",68,1,5160,35,25
"12096",5.9755658436214,"2014-May-26 05:26:50",3343777,"Opt 1",60,1,3888,35,25
"12097",6.03662790697674,"2014-May-26 05:26:50",114465,"Opts 1-2",68,1,5160,35,25
"12098",6.07487027427724,"2014-May-26 05:26:51",64146,"Opts 1-3",69,1,4047,35,25
"12099",5.79985192497532,"2014-May-26 05:26:51",1375702,"Opt 1",67,1,4052,35,25
"12100",6.07487027427724,"2014-May-26 05:26:51",88361,"Opts 1-2",69,1,4047,35,25
"12101",6.37968561064087,"2014-May-26 05:26:51",42736,"Opts 1-3",70,1,3308,35,25
"12102",6.30525054901178,"2014-May-26 05:26:51",3456719,"Opt 1",63,1,5009,35,25
"12103",6.37968561064087,"2014-May-26 05:26:51",119185,"Opts 1-2",70,1,3308,35,25
"12104",5.6697776557782,"2014-May-26 05:26:52",38732,"Opts 1-3",71,1,3643,35,25
"12105",6.03662790697674,"2014-May-26 05:26:52",1972604,"Opt 1",68,1,5160,35,25
"12106",5.6697776557782,"2014-May-26 05:26:52",60580,"Opts 1-2",71,1,3643,35,25
"12107",5.75104979004199,"2014-May-26 05:26:52",40089,"Opts 1-3",72,1,3334,35,25
"12108",6.24904839586732,"2014-May-26 05:26:53",3822944,"Opt 1",64,1,3678,35,25
"12109",5.75104979004199,"2014-May-26 05:26:53",91114,"Opts 1-2",72,1,3334,35,25
"12110",6.32653473344103,"2014-May-26 05:26:53",65164,"Opts 1-3",73,1,4952,35,25
"12111",6.07487027427724,"2014-May-26 05:26:53",2324874,"Opt 1",69,1,4047,35,25
"12112",6.32653473344103,"2014-May-26 05:26:53",104234,"Opts 1-2",73,1,4952,35,25
"12113",6.34574028122415,"2014-May-26 05:26:53",21958,"Opts 1-3",74,1,1209,35,25
"12114",6.12629213483146,"2014-May-26 05:26:53",4531626,"Opt 1",65,1,2225,35,25
"12115",6.34574028122415,"2014-May-26 05:26:54",55786,"Opts 1-2",74,1,1209,35,25
"12116",5.6697776557782,"2014-May-26 05:26:54",1919121,"Opt 1",71,1,3643,35,25
"12117",5.54414527238572,"2014-May-26 05:26:54",42287,"Opts 1-3",75,1,3194,35,25
"12118",5.54414527238572,"2014-May-26 05:26:54",59766,"Opts 1-2",75,1,3194,35,25
"12119",5.78845489111649,"2014-May-26 05:26:54",35710,"Opts 1-3",76,1,2893,35,25
"12120",5.93443419135503,"2014-May-26 05:26:54",4848915,"Opt 1",66,1,2059,35,25
"12121",5.78845489111649,"2014-May-26 05:26:54",96881,"Opts 1-2",76,1,2893,35,25
"12122",6.45638534709573,"2014-May-26 05:26:54",87712,"Opts 1-3",77,1,4941,35,25
"12123",5.75104979004199,"2014-May-26 05:26:54",2554205,"Opt 1",72,1,3334,35,25
"12124",6.45638534709573,"2014-May-26 05:26:55",119987,"Opts 1-2",77,1,4941,35,25
"12125",5.86982675649663,"2014-May-26 05:26:55",54101,"Opts 1-3",78,1,4156,35,25
"12126",5.54414527238572,"2014-May-26 05:26:55",1834057,"Opt 1",75,1,3194,35,25
"12127",5.86982675649663,"2014-May-26 05:26:56",80000,"Opts 1-2",78,1,4156,35,25
"12128",5.7288817377313,"2014-May-26 05:26:56",70979,"Opts 1-3",79,1,4972,35,25
"12129",6.32653473344103,"2014-May-26 05:26:56",2998502,"Opt 1",73,1,4952,35,25
"12130",5.7288817377313,"2014-May-26 05:26:56",90861,"Opts 1-2",79,1,4972,35,25
"12131",5.52253804191789,"2014-May-26 05:26:56",43932,"Opts 1-3",80,1,3483,35,25
"12132",6.37968561064087,"2014-May-26 05:26:56",5214610,"Opt 1",70,1,3308,35,25
"12133",5.52253804191789,"2014-May-26 05:26:56",53026,"Opts 1-2",80,1,3483,35,25
"12134",6.07592024539877,"2014-May-26 05:26:57",96440,"Opts 1-3",81,1,5216,35,25
"12135",5.78845489111649,"2014-May-26 05:26:57",3357443,"Opt 1",76,1,2893,35,25
"12136",5.86982675649663,"2014-May-26 05:26:57",2493718,"Opt 1",78,1,4156,35,25
"12137",6.45638534709573,"2014-May-26 05:26:57",3148218,"Opt 1",77,1,4941,35,25
"12138",6.07592024539877,"2014-May-26 05:26:57",125575,"Opts 1-2",81,1,5216,35,25
"12139",5.7288817377313,"2014-May-26 05:26:57",1705075,"Opt 1",79,1,4972,35,25
"12140",5.91203703703704,"2014-May-26 05:26:58",81528,"Opts 1-3",82,1,3888,35,25
"12141",5.91203703703704,"2014-May-26 05:26:58",87187,"Opts 1-2",82,1,3888,35,25
"12142",5.52253804191789,"2014-May-26 05:26:58",1423214,"Opt 1",80,1,3483,35,25
"12143",5.84165858389913,"2014-May-26 05:26:58",60665,"Opts 1-3",83,1,4124,35,25
"12144",5.84165858389913,"2014-May-26 05:26:58",137151,"Opts 1-2",83,1,4124,35,25
"12145",5.95361890694239,"2014-May-26 05:26:58",42323,"Opts 1-3",84,1,3385,35,25
"12146",5.95361890694239,"2014-May-26 05:26:58",82571,"Opts 1-2",84,1,3385,35,25
"12147",6.19800043468811,"2014-May-26 05:26:58",80871,"Opts 1-3",85,1,4601,35,25
"12148",6.19800043468811,"2014-May-26 05:26:58",106716,"Opts 1-2",85,1,4601,35,25
"12149",5.86776510350655,"2014-May-26 05:26:58",71284,"Opts 1-3",86,1,4734,35,25
"12150",6.35146743020759,"2014-May-26 05:26:59",11482049,"Opt 1",61,1,1397,35,25
"12151",5.86776510350655,"2014-May-26 05:26:59",126219,"Opts 1-2",86,1,4734,35,25
"12152",5.60909568874869,"2014-May-26 05:26:59",42773,"Opts 1-3",87,1,3804,35,25
"12153",6.07592024539877,"2014-May-26 05:26:59",2828456,"Opt 1",81,1,5216,35,25
"12154",5.60909568874869,"2014-May-26 05:27:00",76316,"Opts 1-2",87,1,3804,35,25
"12155",5.65204081632653,"2014-May-26 05:27:00",71762,"Opts 1-3",88,1,3920,35,25
"12156",5.60909568874869,"2014-May-26 05:27:00",1286895,"Opt 1",87,1,3804,35,25
"12157",5.84165858389913,"2014-May-26 05:27:00",2714450,"Opt 1",83,1,4124,35,25
"12158",5.65204081632653,"2014-May-26 05:27:00",117414,"Opts 1-2",88,1,3920,35,25
"12159",6.58515283842795,"2014-May-26 05:27:00",47245,"Opts 1-3",89,1,3206,35,25
"12160",5.86776510350655,"2014-May-26 05:27:00",2131735,"Opt 1",86,1,4734,35,25
"12161",6.58515283842795,"2014-May-26 05:27:01",102227,"Opts 1-2",89,1,3206,35,25
"12162",6.17858942065491,"2014-May-26 05:27:01",53275,"Opts 1-3",90,1,3970,35,25
"12163",6.17858942065491,"2014-May-26 05:27:01",82905,"Opts 1-2",90,1,3970,35,25
"12164",6.1709997886282,"2014-May-26 05:27:01",78019,"Opts 1-3",91,1,4731,35,25
"12165",5.91203703703704,"2014-May-26 05:27:01",3805995,"Opt 1",82,1,3888,35,25
"12166",6.19800043468811,"2014-May-26 05:27:01",3456772,"Opt 1",85,1,4601,35,25
"12167",6.1709997886282,"2014-May-26 05:27:01",110368,"Opts 1-2",91,1,4731,35,25
"12168",5.95361890694239,"2014-May-26 05:27:02",3825908,"Opt 1",84,1,3385,35,25
"12169",5.91106941838649,"2014-May-26 05:27:02",69703,"Opts 1-3",92,1,5330,35,25
"12170",5.91106941838649,"2014-May-26 05:27:02",94783,"Opts 1-2",92,1,5330,35,25
"12171",5.71782628467485,"2014-May-26 05:27:02",55367,"Opts 1-3",93,1,4398,35,25
"12172",5.65204081632653,"2014-May-26 05:27:02",2043854,"Opt 1",88,1,3920,35,25
"12173",5.71782628467485,"2014-May-26 05:27:02",74575,"Opts 1-2",93,1,4398,35,25
"12174",5.88419074465586,"2014-May-26 05:27:02",85625,"Opts 1-3",94,1,4257,35,25
"12175",5.88419074465586,"2014-May-26 05:27:02",137787,"Opts 1-2",94,1,4257,35,25
"12176",6.45473174366617,"2014-May-26 05:27:02",82214,"Opts 1-3",95,1,5368,35,25
"12177",5.91106941838649,"2014-May-26 05:27:03",1710181,"Opt 1",92,1,5330,35,25
"12178",5.71782628467485,"2014-May-26 05:27:03",1614473,"Opt 1",93,1,4398,35,25
"12179",6.45473174366617,"2014-May-26 05:27:03",128264,"Opts 1-2",95,1,5368,35,25
"12180",5.8655374320368,"2014-May-26 05:27:04",56857,"Opts 1-3",96,1,4782,35,25
"12181",5.8655374320368,"2014-May-26 05:27:04",79596,"Opts 1-2",96,1,4782,35,25
"12182",6.17858942065491,"2014-May-26 05:27:04",3198161,"Opt 1",90,1,3970,35,25
"12183",5.66848567530696,"2014-May-26 05:27:04",33241,"Opts 1-3",97,1,2932,35,25
"12184",5.66848567530696,"2014-May-26 05:27:04",51930,"Opts 1-2",97,1,2932,35,25
"12185",6.1709997886282,"2014-May-26 05:27:04",3066471,"Opt 1",91,1,4731,35,25
"12186",6.32856461611826,"2014-May-26 05:27:04",25247,"Opts 1-3",98,1,2097,35,25
"12187",6.32856461611826,"2014-May-26 05:27:04",90299,"Opts 1-2",98,1,2097,35,25
"12188",5.72903453136011,"2014-May-26 05:27:04",36055,"Opts 1-3",99,1,2838,35,25
"12189",5.88419074465586,"2014-May-26 05:27:04",2525356,"Opt 1",94,1,4257,35,25
"12190",6.34574028122415,"2014-May-26 05:27:05",11277316,"Opt 1",74,1,1209,35,25
"12191",5.72903453136011,"2014-May-26 05:27:05",53329,"Opts 1-2",99,1,2838,35,25
"12192",5.80191291215706,"2014-May-26 05:27:05",57649,"Opts 1-3",100,1,3973,35,25
"12193",5.80191291215706,"2014-May-26 05:27:05",74802,"Opts 1-2",100,1,3973,35,25
"12194",5.8655374320368,"2014-May-26 05:27:05",1896887,"Opt 1",96,1,4782,35,25
"12195",5.66848567530696,"2014-May-26 05:27:06",1949692,"Opt 1",97,1,2932,35,25
"12196",6.58515283842795,"2014-May-26 05:27:07",6161567,"Opt 1",89,1,3206,35,25
"12197",5.80191291215706,"2014-May-26 05:27:07",2052177,"Opt 1",100,1,3973,35,25
"12198",6.45473174366617,"2014-May-26 05:27:07",4324647,"Opt 1",95,1,5368,35,25
"12199",5.72903453136011,"2014-May-26 05:27:07",2774231,"Opt 1",99,1,2838,35,25
"12200",6.32856461611826,"2014-May-26 05:27:10",5783116,"Opt 1",98,1,2097,35,25
"12201",4.91953154514545,"2014-May-26 05:27:10",66436,"Opts 1-3",1,1,2647,45,25
"12202",4.91953154514545,"2014-May-26 05:27:10",79158,"Opts 1-2",1,1,2647,45,25
"12203",4.92806811509102,"2014-May-26 05:27:10",83788,"Opts 1-3",2,1,3406,45,25
"12204",4.92806811509102,"2014-May-26 05:27:10",111135,"Opts 1-2",2,1,3406,45,25
"12205",4.83742911153119,"2014-May-26 05:27:10",91607,"Opts 1-3",3,1,3174,45,25
"12206",4.83742911153119,"2014-May-26 05:27:10",81763,"Opts 1-2",3,1,3174,45,25
"12207",4.9990253411306,"2014-May-26 05:27:10",65526,"Opts 1-3",4,1,3078,45,25
"12208",4.9990253411306,"2014-May-26 05:27:11",97883,"Opts 1-2",4,1,3078,45,25
"12209",4.78187050359712,"2014-May-26 05:27:11",88043,"Opts 1-3",5,1,3475,45,25
"12210",4.78187050359712,"2014-May-26 05:27:11",107348,"Opts 1-2",5,1,3475,45,25
"12211",4.97489996362314,"2014-May-26 05:27:11",55140,"Opts 1-3",6,1,2749,45,25
"12212",4.97489996362314,"2014-May-26 05:27:11",68613,"Opts 1-2",6,1,2749,45,25
"12213",4.92478941034898,"2014-May-26 05:27:11",89695,"Opts 1-3",7,1,3324,45,25
"12214",4.92478941034898,"2014-May-26 05:27:11",123696,"Opts 1-2",7,1,3324,45,25
"12215",4.83742911153119,"2014-May-26 05:27:11",754064,"Opt 1",3,1,3174,45,25
"12216",5.00560131795717,"2014-May-26 05:27:11",35909,"Opts 1-3",8,1,3035,45,25
"12217",4.78187050359712,"2014-May-26 05:27:11",614346,"Opt 1",5,1,3475,45,25
"12218",4.92806811509102,"2014-May-26 05:27:11",863481,"Opt 1",2,1,3406,45,25
"12219",5.00560131795717,"2014-May-26 05:27:11",66857,"Opts 1-2",8,1,3035,45,25
